#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:apes" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:apes" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:apes" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:apes" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:apes" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.apes" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:apes" name="distribution">
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#            <parameter id="gammaShape.s:apes" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </prior>
#        <prior id="PopSizePrior.t:apes" name="distribution" x="@popSize.t:apes">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@apes" id="treeLikelihood.apes" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:apes">
#            <branchRateModel id="StrictClock.c:apes" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:apes" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:apes" shape="@gammaShape.s:apes" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:apes" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:apes" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:apes" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	gammaShape	popSize	CoalescentConstant
23200	-1303.1096381863658	-1312.7235759417813	9.613937755415554	-1312.7235759417813	0.02393078549341374	1.0	0.45471159621593166	0.01509688550116889	5.875382536995343
23400	-1304.4557074445975	-1313.584194693576	9.128487248978502	-1313.584194693576	0.021899199180108887	1.0	0.45471159621593166	0.021389519183400464	5.73834461048456
23600	-1303.627519765317	-1312.4708840605176	8.843364295200743	-1312.4708840605176	0.029289194942411615	1.0	0.4527950699776769	0.013999392319902573	5.027418009148242
23800	-1304.6041006949383	-1313.2989330688947	8.694832373956462	-1313.2989330688947	0.025243459991864677	1.0	0.4527950699776769	0.011402536388020823	4.673707985782448
24000	-1304.1554187852553	-1313.1444851949798	8.989066409724414	-1313.1444851949798	0.03090283045408765	1.0	0.4527950699776769	0.021276902257299724	5.591728283981352
24200	-1303.729468206853	-1312.683393942203	8.953925735350149	-1312.683393942203	0.030682082456280877	1.0	0.4153367249648591	0.012834391240811177	5.013635564909898
24400	-1303.7795372209252	-1312.9562083310775	9.176671110152206	-1312.9562083310775	0.030399691327200926	1.0	0.4153367249648591	0.01675933080927637	5.503207722544257
24600	-1304.3625201570387	-1314.2175314348733	9.855011277834691	-1314.2175314348733	0.023870252565995103	1.0	0.4153367249648591	0.016722531804962127	6.179349743752305
24800	-1303.8457409460573	-1313.1396850378947	9.293944091837481	-1313.1396850378947	0.022745513561735986	1.0	0.3497750471582141	0.020950091867782808	5.778106891469123
25000	-1304.2723704267391	-1313.9759933988005	9.703622972061314	-1313.9759933988005	0.020813978745378877	1.0	0.3497750471582141	0.02056583868988055	6.169274123479669
25200	-1303.3152695953854	-1312.9133630686736	9.598093473288202	-1312.9133630686736	0.024641101903648654	1.0	0.2117554748780521	0.018094918942048142	5.797724846612455
25400	-1303.6904683530774	-1312.7711896096396	9.080721256562098	-1312.7711896096396	0.027711287642923355	1.0	0.2117554748780521	0.02184662234993317	5.4687677785232625
25600	-1303.6301315550252	-1313.2064282729461	9.57629671792094	-1313.2064282729461	0.023496442804773785	1.0	0.2117554748780521	0.01731969426351124	5.732141164573127
25800	-1305.3932366898296	-1313.9020489503082	8.508812260478686	-1313.9020489503082	0.03280628208571716	1.0	0.2117554748780521	0.015941630543390716	4.58174641706416
26000	-1303.1949554004323	-1312.924029867409	9.729074466976629	-1312.924029867409	0.025945676269980983	1.0	0.2117554748780521	0.013379805181027547	5.626821157005303
26200	-1303.6136944400607	-1313.5175343389317	9.903839898870938	-1313.5175343389317	0.022141371773121362	1.0	0.2117554748780521	0.01273212799322325	5.751968657012643
26400	-1303.8276477742363	-1313.1424138316981	9.314766057461824	-1313.1424138316981	0.030096838954383972	1.0	0.2117554748780521	0.01977540202428721	5.603205096730836
26600	-1303.2259256137463	-1312.6965129225541	9.470587308807772	-1312.6965129225541	0.026420575979506433	1.0	0.2117554748780521	0.016751399234431568	5.593069295869767
26800	-1304.7148956512394	-1313.4221485044795	8.707252853240119	-1313.4221485044795	0.028986107653309074	1.0	0.2117554748780521	0.012978550448645824	4.5745510784165955
27000	-1303.1926764407094	-1312.8335941285077	9.640917687798197	-1312.8335941285077	0.026486619943413607	1.0	0.2404382423827704	0.01514434778532569	5.691228030064401
27200	-1303.3100871887514	-1312.686881222909	9.376794034157774	-1312.686881222909	0.026980640533188386	1.0	0.21012891645048362	0.011044901904058366	5.08113662697921
27400	-1304.0208966379828	-1312.994324415899	8.973427777916182	-1312.994324415899	0.03172651482542393	1.0	0.21059210767438147	0.012346699270976235	4.789653368452624
27600	-1305.49975357225	-1313.964745755476	8.464992183226139	-1313.964745755476	0.03504091233868032	1.0	0.21059210767438147	0.025619695169946805	5.011190410187648
27800	-1304.224702370312	-1312.8881842738012	8.66348190348929	-1312.8881842738012	0.030470838646475977	1.0	0.21059210767438147	0.03172290686964039	5.423357766289087
28000	-1306.061151608833	-1314.8872057878373	8.826054179004384	-1314.8872057878373	0.02540422778065294	1.0	0.21059210767438147	0.035640505302006874	5.702373788145051
28200	-1305.381131212546	-1313.3592407730503	7.978109560504279	-1313.3592407730503	0.02428233340824726	1.0	0.11248603350092823	0.05188020204682089	5.131777568966831
28400	-1306.8239210532838	-1313.4184134471711	6.594492393887378	-1313.4184134471711	0.03227593453591436	1.0	0.11248603350092823	0.08681650640917188	4.263019917997495
28600	-1305.8607900316504	-1312.941482034078	7.0806920024276465	-1312.941482034078	0.026164411769714804	1.0	0.14552597077069718	0.07393536682116128	4.621653984430056
28800	-1307.960318594781	-1315.0889053983756	7.12858680359452	-1315.0889053983756	0.026561084468117422	1.0	0.14552597077069718	0.0674887358860123	4.578318203573474
29000	-1307.7005656738372	-1314.6504444120737	6.949878738236425	-1314.6504444120737	0.02043426031004621	1.0	0.14552597077069718	0.08218852271220876	4.596665095966293
29200	-1308.4944786555127	-1314.2918707082893	5.797392052776619	-1314.2918707082893	0.025587414925627806	1.0	0.14552597077069718	0.12534753112733146	3.8662528731425003
29400	-1307.077465145202	-1312.852323332207	5.774858187004979	-1312.852323332207	0.028586848175767322	1.0	0.14552597077069718	0.12259654956753177	3.821527758078494
29600	-1306.6817237394073	-1313.4100372879032	6.728313548495967	-1313.4100372879032	0.02900143615243068	1.0	0.14552597077069718	0.08168046569382827	4.368899115567244
29800	-1306.1176761955014	-1313.1068169531527	6.989140757651388	-1313.1068169531527	0.027348937796389788	1.0	0.14552597077069718	0.0775526266068459	4.577868208338646
30000	-1305.5916665952707	-1312.8637637861484	7.272097190877807	-1312.8637637861484	0.028304406929535238	1.0	0.14552597077069718	0.06754218365110125	4.722620228328585
30200	-1307.1590923436636	-1313.0665084669972	5.907416123333663	-1313.0665084669972	0.02610133136050207	1.0	0.14552597077069718	0.11684806864062089	3.906061347434941
30400	-1306.865153842505	-1313.4669597025181	6.601805860013206	-1313.4669597025181	0.024736077062202256	1.0	0.1433702330611869	0.08926265399726728	4.329004006183947
30600	-1307.419288474353	-1314.4657011276863	7.046412653333368	-1314.4657011276863	0.034101043113457456	1.0	0.07766910162534899	0.06933125475945598	4.455222287129473
30800	-1304.271574620504	-1313.1358192298094	8.864244609305306	-1313.1358192298094	0.026901188832441147	1.0	0.07766910162534899	0.0323545706088099	5.510913729122887
31000	-1304.6837853251936	-1313.7184545455598	9.034669220366155	-1313.7184545455598	0.02447853113046371	1.0	0.07766910162534899	0.03264515721785725	5.690279563622191
31200	-1308.2007433539272	-1316.1699569081152	7.969213554188018	-1316.1699569081152	0.04379714722724957	1.0	0.07766910162534899	0.03853941721032434	4.790808918019783
31400	-1305.2982574593432	-1313.8369738441904	8.538716384847268	-1313.8369738441904	0.030470725203869106	1.0	0.07766910162534899	0.031674396589343796	5.164138883456048
31600	-1306.125348128051	-1313.5824735988704	7.457125470819282	-1313.5824735988704	0.030661194867622463	1.0	0.07766910162534899	0.06439038054306387	4.792003544966606
31800	-1303.7245597359567	-1313.4314497985251	9.706890062568412	-1313.4314497985251	0.026226406375484953	1.0	0.07766910162534899	0.018930325738913283	5.8175690578343735
32000	-1305.9473784506142	-1313.6692687821946	7.721890331580338	-1313.6692687821946	0.023853267397243017	1.0	0.07766910162534899	0.05866706441107086	4.963682640304773
32200	-1306.5899581299839	-1313.7308592016918	7.140901071708024	-1313.7308592016918	0.028824244840832493	1.0	0.07766910162534899	0.07026605052629416	4.563103653710762
32400	-1304.1446724480234	-1313.119987791165	8.97531534314148	-1313.119987791165	0.029150775584358326	1.0	0.05554996765963763	0.028565800942245045	5.475320262889729
32600	-1303.6410284004205	-1313.1442269273402	9.503198526919752	-1313.1442269273402	0.02884796024581531	1.0	0.05554996765963763	0.0167946322338102	5.472052541060055
32800	-1304.700289528798	-1313.9786362545642	9.278346725766148	-1313.9786362545642	0.02498097435329791	1.0	0.05554996765963763	0.022126594223523564	5.522921658042284
33000	-1305.027738186545	-1313.8487534328012	8.821015246256097	-1313.8487534328012	0.03470821535668885	1.0	0.05554996765963763	0.017190775080439456	4.813182842342677
33200	-1304.2369511719492	-1313.4759716404108	9.239020468461492	-1313.4759716404108	0.031993170219944425	1.0	0.05554996765963763	0.012148590197339321	4.884028287052388
33400	-1305.462647624343	-1315.0766051715925	9.61395754724957	-1315.0766051715925	0.02222916464709643	1.0	0.05554996765963763	0.0136751166623085	5.377330115263334
33600	-1304.937914660872	-1314.2006697250852	9.262755064213245	-1314.2006697250852	0.025869642890478422	1.0	0.05554996765963763	0.01565294474403597	5.1612088147347635
33800	-1304.6878360900425	-1313.2986046580836	8.610768568041125	-1313.2986046580836	0.030690643373302892	1.0	0.05554996765963763	0.009926344762058316	4.053755566512437
34000	-1304.436611435649	-1314.6243203314154	10.187708895766574	-1314.6243203314154	0.02095810850869927	1.0	0.05554996765963763	0.011942443397848071	5.815602311158455
34200	-1304.3919455704063	-1313.592057315869	9.20011174546277	-1313.592057315869	0.03347369000404914	1.0	0.05554996765963763	0.016625556782632563	5.158847510806055
34400	-1307.7428398528984	-1317.3081961071666	9.565356254268211	-1317.3081961071666	0.02037176152457654	1.0	0.05554996765963763	0.029570491883372987	6.099927911212597
34600	-1306.1197010489211	-1315.606206893868	9.486505844946832	-1315.606206893868	0.020748596171476386	1.0	0.05554996765963763	0.022655416798477858	5.754699509211713
34800	-1303.7118166382797	-1313.4453490650028	9.733532426723025	-1313.4453490650028	0.02763863808536261	1.0	0.05554996765963763	0.011444224677292905	5.3188123231545745
35000	-1303.8034531831363	-1313.0647869490258	9.261333765889571	-1313.0647869490258	0.0266095660364573	1.0	0.12638749739686514	0.011043290360042406	4.881789020607107
35200	-1304.1125481287913	-1313.0169897021776	8.904441573386386	-1313.0169897021776	0.02979696134031983	1.0	0.12638749739686514	0.028919626389224653	5.487594270240065
35400	-1304.869302061884	-1315.2300321161865	10.36073005430252	-1315.2300321161865	0.019927452139423592	1.0	0.12638749739686514	0.015537664183349583	6.322629296407312
35600	-1304.1501239043002	-1313.1450434682338	8.994919563933436	-1313.1450434682338	0.02564883256250564	1.0	0.12638749739686514	0.008518226992451963	4.355760002056219
35800	-1303.526676715555	-1313.458949629597	9.93227291404229	-1313.458949629597	0.02384989703665301	1.0	0.12638749739686514	0.014654668546767755	5.835664089289232
36000	-1303.8577183995417	-1313.3354755670912	9.477757167549495	-1313.3354755670912	0.027869744417348095	1.0	0.07584725803972166	0.009618069112441464	4.909492675176125
36200	-1304.982979174725	-1313.7765199095388	8.793540734813922	-1313.7765199095388	0.031883005673748105	1.0	0.07584725803972166	0.015151856036756936	4.67975574900009
36400	-1304.443527686129	-1314.409193610517	9.965665924387746	-1314.409193610517	0.023251086115458598	1.0	0.13554657329285782	0.007251622370985953	5.174682437839498
36600	-1303.4556486850095	-1313.0375360242124	9.581887339202828	-1313.0375360242124	0.02645346381121285	1.0	0.13554657329285782	0.018620854706698484	5.733960806924363
36800	-1303.7114138299446	-1313.7607273726107	10.049313542666116	-1313.7607273726107	0.024982513172097532	1.0	0.13554657329285782	0.013376388436880863	5.8705959327361175
37000	-1303.4652180547087	-1313.328897933792	9.863679879083367	-1313.328897933792	0.024400051049204004	1.0	0.13554657329285782	0.015572404849307286	5.836971601347065
37200	-1303.4816347860256	-1312.8851651530872	9.403530367061753	-1312.8851651530872	0.02807876417852304	1.0	0.13554657329285782	0.015572404849307286	5.376822089325451
37400	-1304.9413295625827	-1313.1035279624505	8.162198399867675	-1313.1035279624505	0.030874695689198917	1.0	0.13554657329285782	0.041733480491176846	5.1212933903164775
37600	-1305.5355476917666	-1313.7134856285988	8.177937936832295	-1313.7134856285988	0.03455796841792266	1.0	0.13554657329285782	0.04132048896496013	5.127087708939155
37800	-1305.598263597279	-1314.2249514000027	8.626687802723838	-1314.2249514000027	0.032285304712734914	1.0	0.13554657329285782	0.01912205380019244	4.805321415217151
38000	-1305.331453663312	-1313.3229657339334	7.991512070621464	-1313.3229657339334	0.03298071460119779	1.0	0.13554657329285782	0.0461096152165773	5.050324866214165
38200	-1305.3647863794574	-1313.5305855285906	8.165799149133068	-1313.5305855285906	0.02391617975253858	1.0	0.13554657329285782	0.0461096152165773	5.224611944725769
38400	-1304.3236377911098	-1313.0258603845427	8.702222593433016	-1313.0258603845427	0.026689256042790526	1.0	0.11267132077907879	0.03484499773532515	5.458048225127616
38600	-1307.3715395485196	-1314.5740547489354	7.202515200415716	-1314.5740547489354	0.0385187412039428	1.0	0.11267132077907879	0.06459516705430442	4.575570836801692
38800	-1306.4513126741604	-1314.4978654199574	8.046552745797074	-1314.4978654199574	0.03241569241198964	1.0	0.11267132077907879	0.04867758017274378	5.136687345618814
39000	-1305.8296145597249	-1315.252830385694	9.423215825969285	-1315.252830385694	0.03241569241198964	1.0	0.11267132077907879	0.021448968981509185	5.6938084458549305
39200	-1304.6698268200632	-1313.6401158847207	8.970289064657386	-1313.6401158847207	0.03453862387548949	1.0	0.11267132077907879	0.015232249346108164	4.898619954255654
39400	-1304.2692477048	-1313.188547794565	8.919300089764988	-1313.188547794565	0.025404540668644466	1.0	0.10973635914973695	0.031292433276866025	5.564657489909916
39600	-1309.1181232402794	-1314.7438174809688	5.625694240689407	-1314.7438174809688	0.028224181792302728	1.0	0.10973635914973695	0.13445813093707554	3.728928177288682
39800	-1307.7781514639273	-1313.727193275837	5.949041811909703	-1313.727193275837	0.027553222818938888	1.0	0.07663985000300881	0.11604311881138081	3.871888218859661
40000	-1313.166646275045	-1316.6324930287792	3.46584675373414	-1316.6324930287792	0.03866238350166148	1.0	0.05407061224826353	0.2840732496267544	2.2613942131264784
40200	-1311.23892466465	-1314.99981045295	3.760885788299838	-1314.99981045295	0.02426188623242733	1.0	0.05407061224826353	0.2636008567370062	2.481637174329422
40400	-1308.596401991293	-1313.6503317053161	5.053929714023116	-1313.6503317053161	0.03413863881672757	1.0	0.05407061224826353	0.16287999632021	3.2932587580593697
40600	-1306.9072784671264	-1313.224526926779	6.317248459652641	-1313.224526926779	0.027998351898070994	1.0	0.05407061224826353	0.10408189857396062	4.108741868443582
40800	-1307.5458748757442	-1313.8846600575948	6.33878518185069	-1313.8846600575948	0.02344282458099211	1.0	0.05407061224826353	0.10391067417087908	4.128632142987262
41000	-1305.8085791758353	-1313.378423797305	7.569844621469745	-1313.378423797305	0.026219728712649375	1.0	0.05407061224826353	0.06363673715879872	4.869350886601944
41200	-1306.3104799417474	-1313.8780132745724	7.567533332824922	-1313.8780132745724	0.02328754128890215	1.0	0.05407061224826353	0.06363673715879872	4.867039597957122
41400	-1307.9321379279663	-1315.8239795255045	7.891841597538086	-1315.8239795255045	0.02957451592614148	1.0	0.05407061224826353	0.04497633811027528	4.8442934625111755
41600	-1305.4338600699332	-1313.167485087383	7.733625017449946	-1313.167485087383	0.02961841688860413	1.0	0.05407061224826353	0.055677728671027174	4.899520573363991
41800	-1304.863366726733	-1313.4393877953148	8.57602106858187	-1313.4393877953148	0.030208929740632728	1.0	0.05407061224826353	0.033490510574565195	5.233598534120614
42000	-1305.7580959239683	-1314.3833641124397	8.625268188471363	-1314.3833641124397	0.03609234107964348	1.0	0.05407061224826353	0.03293428455585015	5.26609772068089
42200	-1304.3635787393196	-1314.6941003576587	10.330521618339152	-1314.6941003576587	0.02293240136564586	1.0	0.05407061224826353	0.014286316438199359	6.136139138323696
42400	-1303.5196585226138	-1313.2785248932519	9.758866370638096	-1313.2785248932519	0.02605668450662563	1.0	0.05407061224826353	0.014286316438199359	5.564483890622641
42600	-1304.8071375552627	-1313.6600064498666	8.852868894603988	-1313.6600064498666	0.034388991468846705	1.0	0.05407061224826353	0.025307124571448923	5.230270187575315
42800	-1303.7017424440965	-1313.639776869144	9.938034425047523	-1313.639776869144	0.026099665770977675	1.0	0.07957410963083361	0.011738527121471536	5.5727296040886305
43000	-1304.061555899027	-1313.1024409887586	9.040885089731551	-1313.1024409887586	0.029715880560182872	1.0	0.14160600051358888	0.026828946461418403	5.56421720774426
43200	-1307.402422374292	-1315.5338689049943	8.131446530702334	-1315.5338689049943	0.032550231502327914	1.0	0.14160600051358888	0.014867369423656107	4.064466092123986
43400	-1306.6277604818295	-1313.8188596857358	7.1910992039063695	-1313.8188596857358	0.02917170878237411	1.0	0.14160600051358888	0.0658769173500872	4.612738037759456
43600	-1304.2547885732552	-1313.2693547486838	9.014566175428651	-1313.2693547486838	0.029945110707425962	1.0	0.14160600051358888	0.027804459944655448	5.573613334453097
43800	-1305.7749526666823	-1313.9470187840154	8.172066117333173	-1313.9470187840154	0.02213417687577581	1.0	0.14160600051358888	0.04728337101452155	5.262075508374319
44000	-1305.0134041136512	-1313.0814559908968	8.068051877245546	-1313.0814559908968	0.02951930024460413	1.0	0.14160600051358888	0.04728337101452155	5.158061268286692
44200	-1304.6942029266118	-1313.832108509371	9.137905582759288	-1313.832108509371	0.022058638467514755	1.0	0.14160600051358888	0.03006322529315782	5.775058978041416
44400	-1304.499826555563	-1313.6031658451323	9.103339289569346	-1313.6031658451323	0.03199756848455122	1.0	0.14160600051358888	0.024422405332321883	5.532690973389782
44600	-1305.1874267479616	-1312.8717867930466	7.684360045084887	-1312.8717867930466	0.02831279581783086	1.0	0.14160600051358888	0.056343183652783874	4.949672035327195
44800	-1304.989172928071	-1312.715040430417	7.725867502346022	-1312.715040430417	0.029061001666782327	1.0	0.30083855195746456	0.048954580333957984	5.009843711604846
45000	-1304.8201995881811	-1312.8716204217546	8.051420833573435	-1312.8716204217546	0.030109023721054128	1.0	0.30083855195746456	0.006853922631888809	3.369325241914243
45200	-1305.88207275975	-1314.543340895591	8.66126813584117	-1314.543340895591	0.026528012796598607	1.0	0.30083855195746456	0.022287505640495992	5.158377645084624
45400	-1304.8415698421823	-1313.663369176785	8.821799334602646	-1313.663369176785	0.02720563577839765	1.0	0.30083855195746456	0.017325051869894234	5.067036146582748
45600	-1307.0758579435196	-1315.0593881031562	7.983530159636632	-1315.0593881031562	0.037674190521789684	1.0	0.30083855195746456	0.015227629893132127	4.099724966472008
45800	-1306.2296850316504	-1314.959249848898	8.729564817247535	-1314.959249848898	0.037674190521789684	1.0	0.30083855195746456	0.013917558360018279	4.755799324572751
46000	-1304.992697379647	-1313.656127677292	8.663430297644922	-1313.656127677292	0.03461854128551975	1.0	0.30083855195746456	0.011825707765982957	4.5267893565671855
46200	-1304.0655004050627	-1312.511426896932	8.445926491869315	-1312.511426896932	0.028558342331991754	1.0	0.30083855195746456	0.035038717881794426	5.3954634401119606
46400	-1305.7142211208352	-1315.032972399262	9.318751278426795	-1315.032972399262	0.023860552026265233	1.0	0.30083855195746456	0.005344962294412603	4.387989041488039
46600	-1304.3409046609197	-1313.0654528971704	8.724548236250765	-1313.0654528971704	0.027433067432924108	1.0	0.30083855195746456	0.025554670054864285	5.358451590185694
46800	-1304.0284125904138	-1313.134965362796	9.106552772382193	-1313.134965362796	0.02262233551532935	1.0	0.30083855195746456	0.02668644395337196	5.78379176472958
47000	-1304.1414860582993	-1313.0124733910307	8.87098733273127	-1313.0124733910307	0.025600563504316685	1.0	0.4619201356103081	0.0197262866784856	5.407104284812386
47200	-1303.8659350806681	-1312.358640935998	8.492705855329913	-1312.358640935998	0.02725896196591554	1.0	0.4619201356103081	0.03252239193118716	5.528799546552364
47400	-1303.2239843412524	-1312.5321982647624	9.308213923509948	-1312.5321982647624	0.025103123806481078	1.0	0.4619201356103081	0.01977669636968629	5.846883073661882
47600	-1303.995473117469	-1313.0643464347834	9.06887331731436	-1313.0643464347834	0.021992166679723132	1.0	0.4619201356103081	0.02593262876811195	5.87854014776497
47800	-1303.2095727132576	-1312.7235348410393	9.513962127781728	-1312.7235348410393	0.026968621995202675	1.0	0.3511160651287154	0.015578224996494597	5.703197019542622
48000	-1303.264470865467	-1313.1402537082577	9.875782842790702	-1313.1402537082577	0.023960437838092305	1.0	0.3511160651287154	0.011565431199552393	5.767164208798286
48200	-1304.7261943683354	-1314.821818205798	10.095623837462657	-1314.821818205798	0.023960437838092305	1.0	0.3511160651287154	0.008465306315406457	5.674960824647896
48400	-1305.2592336230366	-1313.4328142260251	8.173580602988569	-1313.4328142260251	0.03436701340584511	1.0	0.3511160651287154	0.010258137301298605	3.945012662814619
48600	-1303.8358330043086	-1313.688956768607	9.85312376429843	-1313.688956768607	0.02088799284406591	1.0	0.3511160651287154	0.0166523327886519	6.109034864483873
48800	-1304.8724932865914	-1313.4320516756925	8.559558389100996	-1313.4320516756925	0.03393619069783489	1.0	0.3511160651287154	0.027906278765527214	5.331770884115384
49000	-1304.65669028992	-1312.9026046449958	8.24591435507569	-1312.9026046449958	0.02758050188643799	1.0	0.3511160651287154	0.03556108960752781	5.260527192780081
49200	-1308.8920198122755	-1315.0432796193395	6.1512598070638935	-1315.0432796193395	0.03873015626031598	1.0	0.7319481463946257	0.07807094365844187	4.333070621873072
49400	-1304.02648470572	-1312.3303189233668	8.303834217646923	-1312.3303189233668	0.028118511933867933	1.0	0.7319481463946257	0.02692274857591296	5.42099868625516
49600	-1305.2234753772805	-1313.1265780342474	7.903102656966928	-1313.1265780342474	0.02919305066213561	1.0	0.7319481463946257	0.03958530014467032	5.405753365257011
49800	-1304.3776871825803	-1312.2721213956331	7.894434213052836	-1312.2721213956331	0.026967286830607364	1.0	0.7319481463946257	0.03958530014467032	5.39708492134292
50000	-1304.911170417328	-1312.3516352615393	7.440464844211277	-1312.3516352615393	0.027034620298992663	1.0	0.5206103902879862	0.05427119546022034	5.047313571361994
50200	-1303.3155051722151	-1312.5026562649584	9.187151092743367	-1312.5026562649584	0.024336170474975275	1.0	0.5206103902879862	0.017644741431848666	5.670444007164216
50400	-1304.6731617420853	-1313.3367549934355	8.663593251350246	-1313.3367549934355	0.026610275123552737	1.0	0.5206103902879862	0.018446872948093537	5.191343230869723
50600	-1304.1708367339143	-1313.2274474045669	9.056610670652702	-1313.2274474045669	0.03128934515905358	1.0	0.5206103902879862	0.016349698332795034	5.463675228538023
50800	-1303.1852386472165	-1312.5178996785824	9.332661031365834	-1312.5178996785824	0.025399384243498305	1.0	0.5206103902879862	0.018120758220285672	5.842574286797692
51000	-1303.2414570349586	-1312.4890696164182	9.247612581459716	-1312.4890696164182	0.02511966863764306	1.0	0.5206103902879862	0.019866382373799275	5.849496668022709
51200	-1306.3837147671834	-1314.5966620091367	8.21294724195322	-1314.5966620091367	0.037756314392991513	1.0	0.5206103902879862	0.022231321935686794	4.927304545759829
51400	-1303.1616987494199	-1312.5301080089139	9.3684092594939	-1312.5301080089139	0.023796554907732286	1.0	0.5206103902879862	0.016281194521159652	5.771275102218042
51600	-1303.9794874345487	-1312.6909988256043	8.711511391055552	-1312.6909988256043	0.03136478098599356	1.0	0.5206103902879862	0.014933600340133657	5.027980232874052
51800	-1304.4441124877908	-1313.7897737293576	9.345661241566786	-1313.7897737293576	0.021043341215506273	1.0	0.5206103902879862	0.023445039102344228	6.1131752732457745
52000	-1306.6202828593575	-1315.1887666453317	8.568483785974244	-1315.1887666453317	0.02448318647126259	1.0	0.5206103902879862	0.017024210432130725	5.015975371272866
52200	-1303.4950543808723	-1312.6329011345042	9.137846753631866	-1312.6329011345042	0.02475491787993082	1.0	0.5206103902879862	0.022822908963659485	5.8784666755533355
52400	-1304.7900272813713	-1312.4533933400107	7.663366058639537	-1312.4533933400107	0.025743645151944473	1.0	0.5206103902879862	0.04748634080877408	5.136663277711579
52600	-1303.322907900742	-1312.2377220597552	8.914814159013314	-1312.2377220597552	0.025439497820071027	1.0	0.6224018039726912	0.02144325969687543	5.694871046750383
52800	-1304.2509212814357	-1312.9632961851391	8.712374903703381	-1312.9632961851391	0.0295683307434518	1.0	0.6224018039726912	0.008864046804531955	4.609024838979593
53000	-1304.2283092724667	-1312.551203206652	8.32289393418526	-1312.551203206652	0.03045441402723293	1.0	0.6224018039726912	0.027280816236907736	5.343724212411222
53200	-1303.9971025248399	-1312.7625873580307	8.765484833190792	-1312.7625873580307	0.02600496621387225	1.0	0.6224018039726912	0.027280816236907736	5.786315111416753
53400	-1303.6946768718435	-1312.6122497822505	8.917572910406957	-1312.6122497822505	0.029325524948748377	1.0	0.3091093696444475	0.021551091457572703	5.389353464019662
53600	-1303.1871540317743	-1312.4902472784947	9.30309324672033	-1312.4902472784947	0.026477788536083312	1.0	0.3091093696444475	0.012546113030284441	5.233858236285256
53800	-1303.1854738168197	-1312.8202987962063	9.63482497938653	-1312.8202987962063	0.023758745523763572	1.0	0.3091093696444475	0.014531172541921728	5.7124752423738645
54000	-1303.4172097579994	-1312.7625646888935	9.345354930894086	-1312.7625646888935	0.02408144571564145	1.0	0.3091093696444475	0.021691017354571372	5.823607249609239
54200	-1303.4991340758427	-1312.5199330462945	9.020798970451729	-1312.5199330462945	0.024900781973695548	1.0	0.43116275750815347	0.00781893943834861	4.600755372642961
54400	-1304.7340080042973	-1314.1382017245064	9.404193720209102	-1314.1382017245064	0.027737040342889183	1.0	0.43116275750815347	0.020247968347056233	5.935655658713989
54600	-1306.0082897267441	-1313.2033018830255	7.195012156281308	-1313.2033018830255	0.028705673641382046	1.0	0.43116275750815347	0.06341677110831949	4.868147989791394
54800	-1304.855381779315	-1312.7967786431984	7.94139686388353	-1312.7967786431984	0.02397769175180998	1.0	0.43116275750815347	0.04700277611447427	5.315011008640672
55000	-1303.117113913808	-1312.657119077681	9.540005163873115	-1312.657119077681	0.02363023632799238	1.0	0.43116275750815347	0.014107844805746733	5.710143654269189
