#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:apes" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:apes" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:apes" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:apes" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:apes" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.apes" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:apes" name="distribution">
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#            <parameter id="gammaShape.s:apes" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </prior>
#        <prior id="PopSizePrior.t:apes" name="distribution" x="@popSize.t:apes">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.core.parameter.RealParameter">0.33</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@apes" id="treeLikelihood.apes" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:apes">
#            <branchRateModel id="StrictClock.c:apes" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:apes" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:apes" shape="@gammaShape.s:apes" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:apes" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:apes" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:apes" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	gammaShape	popSize	CoalescentConstant
16000	-1308.7606485970798	-1314.1557933973331	5.395144800253339	-1314.1557933973331	0.03057780073266247	1.0	0.7252010463767667	0.009861645620387622	5.04156699671573
16200	-1306.481328435557	-1312.1663164621518	5.684988026594808	-1312.1663164621518	0.025649878087323635	1.0	0.9518696600983565	0.013315542568599	5.568545191167308
16400	-1306.559745617451	-1312.195687237739	5.63594162028818	-1312.195687237739	0.026310445707585273	1.0	1.0496021433422678	0.014250647765466674	5.620064920216311
16600	-1310.2527252413274	-1314.0565790705396	3.803853829212133	-1314.0565790705396	0.018627198716462737	1.0	2.865291632092137	0.03776280853105142	5.674915589907057
16800	-1309.8219938011232	-1312.9172246789954	3.095230877872134	-1312.9172246789954	0.03145310056210783	1.0	3.429444563589222	0.02749632756252606	5.499335021674672
17000	-1306.7590269137365	-1312.3216923498296	5.562665436093088	-1312.3216923498296	0.023261161222773843	1.0	1.2899364387903807	0.02525417569467174	5.820467055497227
17200	-1307.7411425943114	-1313.1686319388225	5.427489344510951	-1313.1686319388225	0.021026403379520664	1.0	1.805016808956115	0.017605522629939693	6.177193597521029
17400	-1308.647095946092	-1313.7483775154524	5.101281569360462	-1313.7483775154524	0.021971894038777806	1.0	1.9202450449392745	0.02831112299191921	5.99865527157182
17600	-1312.3269416002868	-1316.8775184215733	4.550576821286529	-1316.8775184215733	0.020774541843480505	1.0	1.8933004837921923	0.0242265307249594	5.408628410026684
17800	-1307.822468160206	-1312.2953236488336	4.472855488627669	-1312.2953236488336	0.02286669431617846	1.0	2.1762939084680335	0.032764639857213854	5.639773560020194
18000	-1306.3447006738188	-1312.2492402386763	5.904539564857426	-1312.2492402386763	0.024100507918118637	1.0	0.9391416983165328	0.018744465936632038	5.791820050581537
18200	-1306.6711383321037	-1313.3562395813885	6.685101249284876	-1313.3562395813885	0.026859873089007193	1.0	0.24194728764505968	0.018395960281627297	5.8741312465950735
18400	-1306.4831684785236	-1312.643645711311	6.160477232787326	-1312.643645711311	0.027167942294059604	1.0	0.3644018815590598	0.0349754265331037	5.522202630834179
18600	-1307.2701298936418	-1312.7085235822733	5.438393688631472	-1312.7085235822733	0.02506318677117325	1.0	0.36828132848715023	0.06382754729177098	4.891429202572075
18800	-1307.061308599635	-1312.9915872805627	5.930278680927748	-1312.9915872805627	0.02942840824755289	1.0	0.24702504430199657	0.0460013343479202	5.208039083580619
19000	-1309.044981096159	-1313.4587784630505	4.413797366891526	-1313.4587784630505	0.03407614490827508	1.0	0.5772922248792374	0.09188846810419925	4.16087687059521
19200	-1307.9443839498651	-1312.612516708524	4.668132758658947	-1312.612516708524	0.029298558415086415	1.0	0.35882942919559163	0.09370818274737233	4.20226375347648
19400	-1307.9995551126083	-1314.0357258321924	6.036170719584211	-1314.0357258321924	0.03269343044931834	1.0	0.041208872020317096	0.023675764299284613	5.04046170738378
19600	-1307.7983882447406	-1314.3386802657092	6.5402920209684385	-1314.3386802657092	0.02224043813441476	1.0	0.7036905028255583	0.021848596754336407	6.20152776822492
19800	-1306.6698918620912	-1312.7144346647385	6.044542802647317	-1312.7144346647385	0.030993634254151175	1.0	0.45652302167151687	0.02423930233779506	5.465855631123875
20000	-1306.7823675511631	-1313.110919881341	6.328552330177807	-1313.110919881341	0.02873862172134944	1.0	0.11002504911815943	0.026574785950780326	5.410444409170659
20200	-1308.0230642974313	-1314.0309481858326	6.007883888401241	-1314.0309481858326	0.034876367077231143	1.0	0.3627954702576614	0.02991795544745138	5.352677205190174
20400	-1307.5918033435994	-1312.9623060929707	5.370502749371331	-1312.9623060929707	0.02308272165639722	1.0	0.7726575923672344	0.04755280672764629	5.178597131543155
20600	-1311.7796553473834	-1313.384159085738	1.6045037383545988	-1313.384159085738	0.02093762961873696	1.0	3.5974043768390107	0.08987248393386298	4.365586351077644
20800	-1308.2766844648822	-1313.3041614432238	5.027476978341706	-1313.3041614432238	0.028422044785022887	1.0	1.1145353879717614	0.03512509314846096	5.139789417999314
21000	-1306.327486911424	-1312.6991071400012	6.371620228577038	-1312.6991071400012	0.02304568346046268	1.0	0.5230100697141028	0.019945658644561846	5.846409063601536
21200	-1310.160135999352	-1314.3199614365674	4.159825437215426	-1314.3199614365674	0.029944431449471755	1.0	0.6950187409761077	0.10832302128548266	4.0744331333229
21400	-1307.5937032530503	-1312.478878839664	4.88517558661369	-1312.478878839664	0.03030731014205499	1.0	1.0108864997998694	0.051477349589260944	4.9433914303442545
21600	-1308.6607953217042	-1314.409775498572	5.7489801768677955	-1314.409775498572	0.01919842029616358	1.0	0.9988631036249825	0.01146411172451639	5.673920388469702
21800	-1308.5295195373596	-1311.8997084664277	3.3701889290679463	-1311.8997084664277	0.02651900584559042	1.0	2.3903544130622447	0.009448394837026029	4.680512217114719
22000	-1307.6033240549643	-1312.7428771273655	5.139553072401254	-1312.7428771273655	0.03194477630033657	1.0	1.1019841665622825	0.034585845229182496	5.237680206045509
22200	-1308.7425043157104	-1313.5216744790673	4.779170163356836	-1313.5216744790673	0.02474916678706162	1.0	0.035377593838565695	0.11089368803939707	4.041926611581054
22400	-1307.458939316627	-1312.2646507085885	4.805711391961394	-1312.2646507085885	0.025808881367979514	1.0	1.7452053255924085	0.022894089587353297	5.511630122084777
22600	-1306.517014057181	-1312.31671880338	5.79970474619887	-1312.31671880338	0.027106608176097294	1.0	0.8386826086043649	0.014152399464963016	5.57261078926636
22800	-1308.5018443236675	-1312.4887261434226	3.9868818197552063	-1312.4887261434226	0.02204778554568342	1.0	2.567926250841019	0.009991312837549438	5.476422151642946
23000	-1308.0289452998966	-1313.5430998607612	5.514154560864731	-1313.5430998607612	0.022823149363825703	1.0	1.0600455948869802	0.018993247837330765	5.5230928277068605
23200	-1306.4948116541789	-1312.583821509841	6.089009855662205	-1312.583821509841	0.02580476210907912	1.0	0.45065849228992316	0.027184497368513333	5.513382988183587
23400	-1306.6784098022472	-1312.2944423717117	5.61603256946451	-1312.2944423717117	0.023686007784360037	1.0	1.1835332671805787	0.022055965745089418	5.757739471957082
23600	-1308.7227269199889	-1313.823420646689	5.100693726700256	-1313.823420646689	0.035564897153161794	1.0	0.7939864200184478	0.016380255088838228	4.835654658829936
23800	-1306.43142580904	-1312.4322276791181	6.000801870077945	-1312.4322276791181	0.02941235262749055	1.0	0.593972351864714	0.0212586309839493	5.550531691311804
24000	-1308.1157237228106	-1313.8316767914457	5.715953068635132	-1313.8316767914457	0.035651184589583884	1.0	0.5113131931991964	0.026830406482945688	5.19990789938225
24200	-1306.9998336370143	-1312.0989893851215	5.099155748107279	-1312.0989893851215	0.02416994729120339	1.0	1.6817231015005747	0.02592958847537815	5.7507907356176915
24400	-1306.3294110315724	-1312.8956330570325	6.566222025460031	-1312.8956330570325	0.026525836701844333	1.0	0.3139736655883214	0.01803271848127113	5.826177667985139
24600	-1308.1225363366575	-1313.27306295388	5.1505266172226705	-1313.27306295388	0.028008870804406658	1.0	0.2774026383121521	0.07205317811122806	4.5376095949866295
24800	-1310.0193498973076	-1314.8498895052317	4.830539607924047	-1314.8498895052317	0.03233800681864191	1.0	0.7652143671258403	0.05461821469369114	4.65260109202431
25000	-1308.6621929261207	-1313.6049289056386	4.942735979517897	-1313.6049289056386	0.019685247265998147	1.0	1.315070494749407	0.05048174081240211	5.302118821904488
25200	-1316.6345345313366	-1314.8026436924138	-1.8318908389227846	-1314.8026436924138	0.037634632828463604	1.0	2.4301427378671447	0.5394553793237057	1.124302545100645
25400	-1310.717971361342	-1311.9783380279227	1.2603666665807958	-1311.9783380279227	0.02530892009808121	1.0	2.536804175826378	0.17762566410838926	3.226767806092803
25600	-1317.3882719512485	-1318.984085303196	1.595813351947436	-1318.984085303196	0.04484926638175348	1.0	2.478275441880262	0.1419634639732546	3.3956184843765556
25800	-1308.8414051187115	-1313.0195921853358	4.178187066624323	-1313.0195921853358	0.028873421234780823	1.0	1.8374034158568364	0.04266877608908281	5.036227179441617
26000	-1307.558739126293	-1313.6986523763512	6.139913250058235	-1313.6986523763512	0.021882179649936776	1.0	1.1719571523668029	0.016256611668774696	6.252470237505775
26200	-1308.8878968991635	-1312.6477233540625	3.7598264548990903	-1312.6477233540625	0.026509009351232102	1.0	1.485324438809069	0.08873183850401031	4.4053726282896095
26400	-1311.7156449349761	-1313.0147658353771	1.299120900401064	-1313.0147658353771	0.028462051036921444	1.0	3.027646735167191	0.14007455794074583	3.6425733684428434
26600	-1307.3539021633387	-1312.6317602347797	5.277858071441047	-1312.6317602347797	0.022182712556368556	1.0	1.1067717264869104	0.04291889000715465	5.406024415852269
26800	-1307.521897986866	-1312.7372064957676	5.215308508901668	-1312.7372064957676	0.025254198756952274	1.0	1.8091532230969858	0.018731904413614345	5.972562454184965
27000	-1308.1533612754372	-1312.564307482037	4.410946206599808	-1312.564307482037	0.02829187157540866	1.0	1.88755296994816	0.043131715938937096	5.320538721538288
27200	-1308.273752294596	-1312.4305555899869	4.156803295390697	-1312.4305555899869	0.022558130328421754	1.0	1.578089576910618	0.06722563150717623	4.829944282649935
27400	-1306.9813118833092	-1313.287416076375	6.306104193065805	-1313.287416076375	0.02911084103088222	1.0	0.49963799536113074	0.020282958386270648	5.7585430741667505
27600	-1308.2405582402916	-1312.1699570087399	3.9293987684481486	-1312.1699570087399	0.02839677348001265	1.0	1.5611152257688865	0.0741663716522302	4.606597950459758
27800	-1308.6952926721656	-1312.1963097092444	3.5010170370787073	-1312.1963097092444	0.026465211080184084	1.0	2.425166923400783	0.05815412731351107	4.99374596418064
28000	-1307.4692721918404	-1313.4633553547787	5.994083162938237	-1313.4633553547787	0.021312908052730062	1.0	0.4184966711004797	0.04176739038298809	5.430485059162524
28200	-1310.0549003215817	-1315.2096775155962	5.154777194014436	-1315.2096775155962	0.038490054834928546	1.0	0.513231708464981	0.049684314279700735	4.709904806078111
28400	-1306.7720507698348	-1313.0339219235034	6.261871153668508	-1313.0339219235034	0.022100437216276626	1.0	0.6015571599223002	0.021272387322882533	5.819227468835508
28600	-1307.742644802101	-1313.0039644510343	5.2613196489332665	-1313.0039644510343	0.02153945020059291	1.0	0.9072118247809469	0.05266890270618733	5.2194715846658974
28800	-1309.5901197355274	-1314.6263820752308	5.036262339703286	-1314.6263820752308	0.037410771341809104	1.0	0.739584603976927	0.05331346101170121	4.828740261618302
29000	-1307.031007358456	-1313.089160921223	6.058153562767152	-1313.089160921223	0.028555795315595288	1.0	0.6064351161927245	0.030066144069723254	5.6470355819222755
29200	-1310.619882305301	-1315.7983723377424	5.178490032441472	-1315.7983723377424	0.02082744351029817	1.0	2.192534063180438	0.022612856589257154	6.330885278946532
29400	-1306.253755512755	-1312.2370655068623	5.983309994107225	-1312.2370655068623	0.026378962160467877	1.0	0.5409427519928393	0.032197681534167404	5.5131588535001725
29600	-1310.7151959155915	-1313.1056739457472	2.390478030155594	-1313.1056739457472	0.026501066725157143	1.0	0.7622511531687972	0.22782586301846755	2.734447961889045
29800	-1308.0362189313503	-1314.392771990752	6.356553059401619	-1314.392771990752	0.024315155326806028	1.0	0.573977063813026	0.029595858564685457	5.91155191858602
30000	-1308.7243944250463	-1313.2013102355588	4.476915810512451	-1313.2013102355588	0.021151937501210184	1.0	2.0845811662207225	0.011927957384141057	5.48897967761805
30200	-1308.647137930403	-1314.2113129578136	5.564175027410538	-1314.2113129578136	0.019137069327124577	1.0	0.6126306169259664	0.05370633402752084	5.230889486564957
30400	-1306.1581454376737	-1312.1901922252307	6.032046787556852	-1312.1901922252307	0.026882364371188017	1.0	0.6098614759062273	0.022925040911642575	5.6027154598858395
30600	-1307.3649152188373	-1312.542579251288	5.177664032450729	-1312.542579251288	0.028188319126066393	1.0	0.45849447459528464	0.06424735566158854	4.7221848390746715
30800	-1312.0838942886292	-1313.3068501123448	1.2229558237156106	-1313.3068501123448	0.022627348050124615	1.0	0.9189671112404825	0.33584207920895576	2.050963580764651
31000	-1310.6273324311037	-1315.1565965678262	4.529264136722624	-1315.1565965678262	0.025097311185036476	1.0	1.335701714612518	0.048954299692656744	4.904649589518551
31200	-1308.3147370241654	-1312.9460317249705	4.631294700805108	-1312.9460317249705	0.03142348390356274	1.0	1.3838964374214466	0.05027178480894382	5.058867255550227
31400	-1308.0496025786822	-1312.1869902687015	4.13738769001939	-1312.1869902687015	0.026337552881870684	1.0	0.7193479016437654	0.007474502140535484	3.7707229736280157
31600	-1307.4499816323525	-1313.7675289710667	6.317547338714157	-1313.7675289710667	0.02040814619755176	1.0	0.5975856731889558	0.023813275898330412	5.878631829497655
31800	-1310.9024882354563	-1315.3024505144951	4.399962279038893	-1315.3024505144951	0.035474064008671514	1.0	0.5974188318996343	0.09677345564205911	4.181971382301944
32000	-1306.82163030092	-1312.8621845239347	6.040554223014535	-1312.8621845239347	0.02733077089166543	1.0	0.35306225978699923	0.028634018733862322	5.371723612018901
32200	-1307.5059124748207	-1311.9581255614016	4.452213086580876	-1311.9581255614016	0.026517129270820068	1.0	2.133721334762006	0.026099042628273783	5.556359804785737
32400	-1307.6190852143968	-1312.7293974806912	5.110312266294364	-1312.7293974806912	0.02461431696962507	1.0	1.4376099625840102	0.02203463057085696	5.506031212147239
32600	-1311.2121630339916	-1315.2106723983961	3.998509364404474	-1315.2106723983961	0.03580181354859509	1.0	1.8176319372236163	0.03747090834037275	4.821026884198518
32800	-1306.8921181051348	-1312.9559917285087	6.06387362337376	-1312.9559917285087	0.024065107888662073	1.0	0.26132327346816037	0.04478095882767064	5.3522341475556745
33000	-1306.5858373618853	-1312.4845891317882	5.898751769902808	-1312.4845891317882	0.030220190201169606	1.0	0.5417650063128764	0.02017668447438564	5.392995619798272
33200	-1310.287185622412	-1315.7134383984717	5.426252776059696	-1315.7134383984717	0.03827525590112513	1.0	0.05478406030691888	0.07024014823747964	4.585223145897973
33400	-1308.2964353177588	-1313.1264698608625	4.830034543103762	-1313.1264698608625	0.023249117207764305	1.0	0.2331618049923274	0.0979394948639173	4.251320071646955
33600	-1307.2030576791565	-1313.888480702332	6.685423023175327	-1313.888480702332	0.02129690333229865	1.0	0.19949905361329526	0.028606448607164693	5.86294566016751
33800	-1308.6391529020534	-1312.0875554291056	3.448402527052114	-1312.0875554291056	0.025485355906382037	1.0	0.9859957210180036	0.1323470146605188	3.726787183125836
34000	-1308.354775983448	-1313.1335661369753	4.778790153527373	-1313.1335661369753	0.02658016955904965	1.0	0.3774748569352543	0.0868605776106394	4.310816257488408
34200	-1309.2012659750508	-1314.316618890654	5.115352915603205	-1314.316618890654	0.028637545018618545	1.0	0.7048131864383076	0.06369908722404409	4.904531014562459
34400	-1310.4936606066194	-1316.3548325827214	5.861171976102084	-1316.3548325827214	0.016065276431136352	1.0	1.7778264358519615	0.01464382289370264	6.574711008322443
34600	-1308.1828818222452	-1312.5526865375136	4.369804715268462	-1312.5526865375136	0.02475607330814354	1.0	1.2269220818863174	0.07349294234410426	4.710770058524393
34800	-1309.4147930142976	-1312.1155038172653	2.7007108029676994	-1312.1155038172653	0.023646777938724425	1.0	2.4678822400998612	0.09204871743484545	4.338865925924269
35000	-1310.168750805758	-1312.8712274362301	2.702476630472179	-1312.8712274362301	0.030805140256317358	1.0	3.1619092391909422	0.04955570032877561	4.9058920340165875
35200	-1309.9735295122402	-1314.3784565645092	4.4049270522690245	-1314.3784565645092	0.0355511824243653	1.0	0.39022298419128	0.09972841499071865	3.9886947300923863
35400	-1311.9703211731526	-1313.5339861811894	1.5636650080369234	-1313.5339861811894	0.02501948726499734	1.0	1.7376159340217947	0.22083517029743413	2.861815803286907
35600	-1309.1680907696684	-1313.0887459771825	3.9206552075140975	-1313.0887459771825	0.027313740664300354	1.0	0.09216584356639176	0.16031886307858823	3.389973163160661
35800	-1311.916704514138	-1312.8103112955735	0.893606781435524	-1312.8103112955735	0.025485125892673294	1.0	0.5182829005931742	0.42904830638619756	1.6033734404955644
36000	-1309.4204747048213	-1312.3161130766948	2.8956383718735568	-1312.3161130766948	0.027654289613897244	1.0	0.458488384611316	0.21244260477311158	2.8892296009726905
36200	-1309.1818415527334	-1313.758182305661	4.576340752927638	-1313.758182305661	0.03443160599393317	1.0	0.21717860715914242	0.10210744723573056	3.9942732423401104
36400	-1306.50104368177	-1312.2339152390387	5.732871557268646	-1312.2339152390387	0.026701258041630094	1.0	0.5359583765156086	0.0419959436447871	5.287427744549877
36600	-1313.083068466106	-1316.1623055303896	3.079237064283729	-1316.1623055303896	0.01623806416035353	1.0	2.95092639475701	0.062437785290356464	5.110706244489905
36800	-1309.993162146032	-1312.365935432431	2.372773286398718	-1312.365935432431	0.024304644778095158	1.0	2.95092639475701	0.0858568057521699	4.475209195277056
37000	-1307.5299611720613	-1313.723245674874	6.193284502812839	-1313.723245674874	0.03142972251941157	1.0	0.47927982575922917	0.019249399988609625	5.622233219167455
37200	-1306.3988255901324	-1312.1987469127976	5.799921322665022	-1312.1987469127976	0.027360128575447795	1.0	0.6755098762281517	0.016709238592198417	5.417402630711559
37400	-1306.6748546360195	-1312.5345152868554	5.859660650835783	-1312.5345152868554	0.024358629259817632	1.0	0.9663155339527878	0.012424128016709246	5.7549624330448665
37600	-1309.5838390908257	-1313.4129311693143	3.8290920784886593	-1313.4129311693143	0.020645179275977546	1.0	2.668109424474643	0.03775928727206676	5.502960961084318
37800	-1312.291975772886	-1314.296244127314	2.004268354427919	-1314.296244127314	0.036005267901477477	1.0	3.5679921660974037	0.05936307937335973	4.643486015316923
38000	-1308.6931321410623	-1312.7533430850308	4.060210943968535	-1312.7533430850308	0.022007993461209706	1.0	1.4222703111133805	0.0770971376301864	4.607446320348748
38200	-1309.3151338765483	-1312.8240201161868	3.508886239638466	-1312.8240201161868	0.028107059392180913	1.0	2.769192943636238	0.02905917417182576	5.25747466230408
38400	-1307.5666416351987	-1312.1952445853253	4.62860295012664	-1312.1952445853253	0.02532418235721833	1.0	2.2586044519583517	0.022507446890291494	5.846749162079416
38600	-1310.513018003211	-1315.9061885664278	5.393170563216753	-1315.9061885664278	0.03994453804022895	1.0	0.3761898798550511	0.03571855228805803	4.768935855786732
38800	-1309.6281226007236	-1315.857521563671	6.229398962947461	-1315.857521563671	0.033832476156201025	1.0	0.20612775999149857	0.013346696982877085	5.367308634729097
39000	-1310.848252195767	-1313.9008957920307	3.052643596263845	-1313.9008957920307	0.03079195285525652	1.0	0.0710906197859141	0.2334491546799177	2.7224932723763837
39200	-1309.0308982649674	-1314.3107041683552	5.279805903387741	-1314.3107041683552	0.037490681318891494	1.0	0.2044304943151047	0.06539078260336323	4.5737276598580925
39400	-1309.3442827701276	-1312.937977908563	3.593695138435404	-1312.937977908563	0.02867510518471209	1.0	0.591588514677553	0.14377030909975486	3.512288631923936
39600	-1310.3306243425438	-1313.9756948013178	3.645070458773846	-1313.9756948013178	0.034557721588233274	1.0	0.171390779019209	0.17227627835232132	3.229847941611811
39800	-1308.7167362564455	-1312.8165589356875	4.099822679241994	-1312.8165589356875	0.03201989429965232	1.0	0.7492848682009126	0.10213145038514444	4.049934166512642
40000	-1308.1181561684882	-1312.4400091253515	4.321852956863308	-1312.4400091253515	0.02995389643966042	1.0	1.5057798265633626	0.013101203089446128	4.758670774327624
40200	-1307.829946465065	-1313.3910206037206	5.561074138655705	-1313.3910206037206	0.027427333851079507	1.0	0.6172538883526311	0.035494213070439956	5.177223623912301
40400	-1307.4264637182403	-1312.715787973771	5.289324255530768	-1312.715787973771	0.028701119993402066	1.0	0.8376204456280972	0.016719116726524333	5.068946066717631
40600	-1307.2662895168544	-1314.1707257909238	6.904436274069535	-1314.1707257909238	0.024680517522903647	1.0	0.02245656835488873	0.02632121304209413	5.897991469545522
40800	-1307.4435421313535	-1313.7014308113744	6.257888680020923	-1313.7014308113744	0.027714186532500885	1.0	0.029939039733018192	0.03386543598203821	5.281787628511234
41000	-1309.046637465537	-1312.99008650764	3.943449042102894	-1312.99008650764	0.030293532414544452	1.0	0.14388245407523476	0.15193118707779205	3.4390664082558873
41200	-1310.1466921858719	-1312.2805335356056	2.13384134973383	-1312.2805335356056	0.029711297556360233	1.0	1.6864975750992832	0.1732577931654384	3.236699915964346
41400	-1311.6750210620817	-1312.6843163620454	1.009295299963642	-1312.6843163620454	0.02735791960184168	1.0	2.480523491174954	0.19786342667826623	2.9807423080662763
41600	-1310.5542784983645	-1313.0135134748234	2.4592349764589465	-1313.0135134748234	0.032460408841160485	1.0	1.4220012458644864	0.16500084533363352	3.272576159418893
41800	-1306.7638423135415	-1312.17241915942	5.408576845878633	-1312.17241915942	0.025156509829339476	1.0	0.9706730160534245	0.041226928246773854	5.395517323006731
42000	-1308.9998395396315	-1314.1139351353274	5.114095595695937	-1314.1139351353274	0.03518833406133508	1.0	0.7464079509543361	0.04337974291632165	4.883294688541758
42200	-1307.517902720084	-1312.2170939003613	4.699191180277149	-1312.2170939003613	0.023746899356018647	1.0	1.6846781084691906	0.042598019923193925	5.404291573082892
42400	-1306.5692397078963	-1312.313151760297	5.74391205240073	-1312.313151760297	0.024913798958499937	1.0	0.737059323036648	0.013874049699409287	5.414351325762461
42600	-1309.3890249236745	-1312.3759185568156	2.9868936331411726	-1312.3759185568156	0.03028483997486381	1.0	1.1435524318709964	0.14954243938091044	3.474942347705438
42800	-1306.9842254216994	-1313.6159263633504	6.631700941650908	-1313.6159263633504	0.02580890059771774	1.0	0.08136495448145974	0.030920219113128422	5.698100905286903
43000	-1306.466247535299	-1312.9878892589882	6.521641723689054	-1312.9878892589882	0.02354755428423158	1.0	0.26927596619274174	0.02837170882953385	5.768229940601197
43200	-1307.8163183589238	-1313.934583545116	6.118265186192164	-1313.934583545116	0.023206781572170262	1.0	0.29867153910004984	0.03432477793606099	5.412288579364727
43400	-1306.8672639716378	-1312.537438092522	5.6701741208842105	-1312.537438092522	0.028691540281870147	1.0	0.6814471013869798	0.039748296937095376	5.363407982407444
43600	-1306.399972544634	-1312.3911977013613	5.991225156727355	-1312.3911977013613	0.025886634872634935	1.0	0.48118134356666026	0.037284246494297194	5.476726440906638
43800	-1307.8969729155597	-1313.862658968586	5.96568605302621	-1313.862658968586	0.02712407018572799	1.0	0.3089254705643656	0.024964574015588176	5.241599123358625
44000	-1308.1680205066732	-1313.843647511393	5.675627004719803	-1313.843647511393	0.03571010136726651	1.0	0.5305359064708912	0.028185490561409444	5.1829108641279
44200	-1308.2302256958399	-1312.7616950471738	4.531469351333896	-1312.7616950471738	0.026273890201888157	1.0	1.2843308789347643	0.012273664337271187	4.744330527981204
44400	-1308.0152585979206	-1312.2164957094556	4.201237111535011	-1312.2164957094556	0.02357195093104627	1.0	2.6368711667415576	0.013112121054416353	5.769179353919856
44600	-1311.752154256727	-1312.0789391945584	0.32678493783138574	-1312.0789391945584	0.029003541543071568	1.0	3.8194783054070656	0.1488301074932816	3.488600944454057
44800	-1316.6453162324283	-1314.3157770446776	-2.329539187750726	-1314.3157770446776	0.036410644436592796	1.0	2.6458399177168945	0.5836944438469285	0.9764091474049462
45000	-1316.0006785611658	-1316.241570269137	0.24089170797105167	-1316.241570269137	0.033690575431843485	1.0	1.3759577516675685	0.3921831512414899	1.6966206267578876
45200	-1309.1423648928787	-1314.0446998610585	4.902334968179768	-1314.0446998610585	0.027046370651233817	1.0	0.06660684618414826	0.10293473099808043	4.172202617109216
45400	-1307.80266440786	-1313.631617629161	5.828953221300953	-1313.631617629161	0.03403798100069687	1.0	0.011174386972572642	0.050874147000506645	4.8856290655716315
45600	-1309.5295972819301	-1314.0085081422103	4.4789108602802745	-1314.0085081422103	0.033891550635629035	1.0	0.008435407386692607	0.12077442038647236	3.744666735225575
45800	-1306.6107192881257	-1313.390344927162	6.77962563903645	-1313.390344927162	0.024759236644619858	1.0	0.12193075591439201	0.01552477904356085	5.839938555409718
46000	-1307.0268979444086	-1312.6037692240136	5.576871279605108	-1312.6037692240136	0.030562270450701676	1.0	0.5574537735788085	0.04067708567594766	5.148926324650025
46200	-1308.9104329671197	-1312.9462639985272	4.035831031407385	-1312.9462639985272	0.020860382547804618	1.0	1.995229687439904	0.05702865218577002	5.095212191858314
46400	-1308.1749259272513	-1313.075361624983	4.900435697731828	-1313.075361624983	0.023100057059351163	1.0	1.4818719220275047	0.03673136401930084	5.384952158932572
46600	-1312.6578164976056	-1316.865694371836	4.207877874230393	-1316.865694371836	0.018505533903149605	1.0	0.1510249420661384	0.13872401248529923	3.6706159871849176
46800	-1311.8659932254711	-1313.706451081549	1.8404578560778349	-1313.706451081549	0.023528392986940427	1.0	0.5127313242867976	0.31536674858279307	2.200183369730273
47000	-1309.8145295875859	-1311.880262760341	2.0657331727553325	-1311.880262760341	0.025976709986802675	1.0	3.2628494176798806	0.0819637393840394	4.4682949337440245
47200	-1306.4420265903839	-1312.2774063810919	5.835379790708004	-1312.2774063810919	0.026594947058554853	1.0	0.6800179413732704	0.028380273576159267	5.4927359365783275
47400	-1308.1499601901276	-1314.8048405642292	6.654880374101568	-1314.8048405642292	0.02134701260480073	1.0	0.13991203046565376	0.02002748720177815	5.746819135202514
47600	-1310.151163029339	-1314.1374141051854	3.9862510758463436	-1314.1374141051854	0.036719337671787394	1.0	0.2792462332701698	0.13547503498017685	3.5673650936257415
47800	-1307.5444986716914	-1312.5346572077174	4.990158536025929	-1312.5346572077174	0.02647229020443482	1.0	0.812668745519942	0.011524668828710177	4.729087895899139
