#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter estimate="false" id="popSize.t:tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:tree">
#                    <taxonset id="TaxonSet.noncoding" spec="beast.evolution.alignment.TaxonSet">
#                        <alignment filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment">
#                        </alignment>
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:noncoding" name="distribution">
#            <parameter id="gammaShape.s:noncoding" name="x">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@noncoding" id="treeLikelihood.noncoding" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:noncoding" shape="@gammaShape.s:noncoding" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:noncoding" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:noncoding" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:noncoding" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.1stpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="2-457\3,660-896\3" id="1stpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:1stpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:1stpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:1stpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:1stpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:1stpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.2ndpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="3-457\3,661-896\3" id="2ndpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:2ndpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2ndpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:2ndpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2ndpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:2ndpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.3rdpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="4-457\3,662-.\3" id="3rdpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:3rdpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:3rdpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:3rdpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:3rdpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:3rdpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.1stpos	treeLikelihood.2ndpos	treeLikelihood.3rdpos	treeLikelihood.noncoding	TreeHeight	gammaShape	CoalescentConstant
43200	-6374.609418378161	-6370.503233272797	-4.106185105363613	-1503.8160344800726	-1142.323279531603	-2677.8570281364205	-1046.5068911247004	0.24930344861278175	0.38966429747896625	-3.7165208078846463
43400	-6374.85178767261	-6371.239489686472	-3.612297986138575	-1503.6687788487002	-1135.904381858692	-2685.647666919876	-1046.0186620592037	0.24930344861278175	0.41521200456892493	-3.19708598156965
43600	-6373.586935497836	-6369.01171538852	-4.575220109315389	-1505.7276972577579	-1143.0321844862797	-2673.86327905703	-1046.3885545874523	0.24401803101142006	0.41521200456892493	-4.160008104746463
43800	-6376.299170345686	-6372.031643442998	-4.267526902688517	-1505.0171721158804	-1139.019207278252	-2682.8041697607964	-1045.191094288069	0.23179509605477364	0.41521200456892493	-3.852314898119592
44000	-6378.607909340631	-6374.370256168322	-4.237653172308593	-1505.9814447941035	-1137.7571061130436	-2682.868775140248	-1047.7629301209274	0.22784011492424358	0.41521200456892493	-3.822441167739668
44200	-6376.442490687539	-6371.602389503074	-4.840101184464992	-1508.196067697493	-1147.0421874940587	-2667.189485207211	-1049.1746491043111	0.24974804096115616	0.41521200456892493	-4.424889179896067
44400	-6377.840698992866	-6372.955907354597	-4.8847916382695455	-1506.73813893479	-1149.8690716245742	-2666.62823191223	-1049.7204648830032	0.2646147490000686	0.41521200456892493	-4.46957963370062
44600	-6376.867670249688	-6373.12356295455	-3.7441072951382504	-1504.7047005839543	-1137.3003215643455	-2683.5048520838313	-1047.6136887224186	0.2459902543602579	0.41521200456892493	-3.328895290569325
44800	-6377.809754304076	-6373.851445388118	-3.9583089159581037	-1509.8479639642187	-1138.7690197236586	-2677.8700261731115	-1047.3644355271285	0.25282515578659914	0.41521200456892493	-3.5430969113891786
45000	-6375.998406924931	-6371.076496694239	-4.921910230692645	-1508.2957565778443	-1148.7554363256284	-2665.996854395608	-1048.0284493951585	0.2566482698032823	0.41521200456892493	-4.50669822612372
45200	-6376.156458351964	-6371.637623821085	-4.5188345308790865	-1509.0622839787552	-1143.5755562199133	-2671.456938002627	-1047.5428456197897	0.25639029290597076	0.41521200456892493	-4.103622526310161
45400	-6377.548080847292	-6372.383953074288	-5.164127773004482	-1512.1672077709798	-1152.4327072090325	-2659.619396882032	-1048.1646412122436	0.2692818246669272	0.41521200456892493	-4.748915768435557
45600	-6378.547510750568	-6373.563218785921	-4.984291964646873	-1506.1914502883074	-1147.3746043030142	-2668.82540046747	-1051.171763727129	0.24730404778945744	0.5119737158064503	-4.472318248840423
45800	-6380.717774425233	-6374.820550692844	-5.897223732388406	-1510.5982218891916	-1156.276224968595	-2655.9986672124655	-1051.9474366225916	0.26120175199797613	0.5119737158064503	-5.3852500165819555
46000	-6378.78167074096	-6373.678807842796	-5.10286289816351	-1510.114848587295	-1148.447644147425	-2663.5298598585264	-1051.5864552495495	0.25898421695729257	0.5119737158064503	-4.59088918235706
46200	-6378.043350983125	-6373.459908326764	-4.583442656360953	-1506.5819059503094	-1142.2223427952028	-2676.263135476063	-1048.3925241051893	0.24231947552470143	0.5119737158064503	-4.071468940554502
46400	-6375.799580185653	-6371.839151923888	-3.96042826176588	-1503.7523709350871	-1139.7153299855245	-2682.354509972093	-1046.0169410311826	0.24231947552470143	0.3689868153990363	-3.5914414463668436
46600	-6374.70738083296	-6369.157503524137	-5.549877308822941	-1510.7730115435595	-1151.9756009269113	-2657.936377282866	-1048.4725137707994	0.2493332540308977	0.3689868153990363	-5.180890493423904
46800	-6373.724495139843	-6369.6374289801915	-4.0870661596517035	-1506.0457082849098	-1138.1655920132448	-2679.841304197863	-1045.5848244841739	0.23769403847742257	0.3689868153990363	-3.7180793442526667
47000	-6376.770624513412	-6371.492670787951	-5.2779537254609945	-1511.1317003640636	-1155.270306525283	-2656.621131736267	-1048.4695321623376	0.2800486935891386	0.3689868153990363	-4.908966910061959
47200	-6379.780090747727	-6374.9273124757065	-4.8527782720206005	-1507.8738837749986	-1150.364470929349	-2670.442819110976	-1046.2461386603827	0.262572801023541	0.3689868153990363	-4.483791456621565
47400	-6376.9747044556	-6370.730822401442	-6.243882054157371	-1514.7317142814986	-1161.1624304766333	-2646.1466401182483	-1048.6900375250618	0.26933704259661223	0.3689868153990363	-5.874895238758334
47600	-6376.946134271168	-6372.135399174087	-4.810735097081698	-1510.4004895752498	-1145.9926544614923	-2669.2419489432514	-1046.5003061940931	0.2511718971874242	0.3689868153990363	-4.441748281682662
47800	-6381.713766102302	-6375.7980897095495	-5.91567639275209	-1512.7387598856408	-1159.9082017592966	-2650.2287254662347	-1052.9224025983783	0.2685652032495802	0.3689868153990363	-5.546689577353054
48000	-6376.151862945682	-6370.470557169121	-5.681305776561015	-1508.8779736511024	-1155.4775063519003	-2658.184580854151	-1047.9304963119678	0.2526221652692103	0.3689868153990363	-5.312318961161979
48200	-6375.0376110291545	-6370.446295969355	-4.591315059799992	-1504.0098588508254	-1144.4433428820112	-2674.0938514780796	-1047.8992427584385	0.2401655167325995	0.3689868153990363	-4.2223282444009556
48400	-6381.095488006827	-6374.959178767266	-6.13630923956058	-1514.1975950159303	-1165.9798756600226	-2646.641050839596	-1048.140657251717	0.29042777735163167	0.3689868153990363	-5.767322424161544
48600	-6379.406354807642	-6375.104736780003	-4.301618027638618	-1508.4349944407713	-1142.0825871272443	-2677.3572288554096	-1047.2299263565776	0.2444419318546512	0.3689868153990363	-3.932631212239582
48800	-6373.908864072676	-6368.935870436766	-4.9729936359098765	-1507.667917810302	-1147.9239991055344	-2666.3967223005343	-1046.9472312203948	0.25101352449524417	0.3689868153990363	-4.604006820510841
49000	-6373.995241119956	-6369.926654155587	-4.068586964368118	-1506.7615246909656	-1139.3319643483776	-2677.6971719741287	-1046.1359931421152	0.24436155520877623	0.3689868153990363	-3.699600148969081
49200	-6378.74259348774	-6372.944841876799	-5.797751610941583	-1509.131132268421	-1156.6655993815414	-2657.246422256979	-1049.9016879698581	0.2550364034979172	0.3689868153990363	-5.428764795542547
49400	-6375.977647035945	-6371.199280526704	-4.7783665092409	-1509.4993692850176	-1143.7294176315863	-2672.8294756999717	-1045.1410179101276	0.23920221706286574	0.3689868153990363	-4.4093796938418635
49600	-6374.4008849531265	-6369.691826611408	-4.70905834171875	-1507.121248657902	-1145.5442030922343	-2669.2381035061794	-1047.7882713550925	0.2523389402422088	0.3689868153990363	-4.340071526319713
49800	-6379.1277314366835	-6373.581231327236	-5.546500109447237	-1509.474961286525	-1160.2242635530329	-2653.8554566357884	-1050.02654985189	0.2789841976420514	0.3689868153990363	-5.1775132940482
50000	-6375.657685251207	-6370.473404577824	-5.184280673383098	-1509.0470809710287	-1153.921173322728	-2658.746371651522	-1048.7587786325453	0.2737146383003041	0.3689868153990363	-4.815293857984062
50200	-6374.168183047019	-6369.566455579157	-4.601727467861883	-1506.6392938403565	-1144.1814937371553	-2671.7060326005535	-1047.0396354010927	0.24688903361463624	0.3689868153990363	-4.232740652462846
50400	-6375.803351081725	-6370.226636440472	-5.576714641253124	-1508.2680573763878	-1155.4201203558198	-2656.832709396288	-1049.7057493119767	0.2669393990174844	0.3689868153990363	-5.2077278258540876
50600	-6376.046899282526	-6370.903711073501	-5.143188209025407	-1510.5101659122315	-1153.345357166518	-2659.188350663736	-1047.8598373310156	0.2692091462199818	0.3689868153990363	-4.77420139362637
50800	-6373.256094401121	-6368.627091459008	-4.629002942113246	-1509.3366217170335	-1144.823291749496	-2667.6089799845445	-1046.858198007934	0.2529671335000948	0.3689868153990363	-4.26001612671421
51000	-6372.478649362929	-6367.676279744953	-4.80236961797638	-1505.7576652448151	-1145.6460105981018	-2670.768575797877	-1045.5040281041588	0.24735057618797276	0.3689868153990363	-4.433382802577344
51200	-6375.011561882416	-6370.224990761986	-4.786571120429212	-1504.0785871871412	-1144.00414337672	-2676.1717624713588	-1045.9704977267654	0.2359593828887872	0.3689868153990363	-4.417584305030175
51400	-6374.033963269105	-6369.922189357145	-4.111773911959695	-1506.3856249336393	-1139.3186671012897	-2678.312952731481	-1045.9049445907349	0.2424543621385943	0.3689868153990363	-3.742787096560658
51600	-6375.557508987114	-6370.78614436895	-4.771364618163862	-1509.0623862838852	-1145.8104795707561	-2668.497157348009	-1047.4161211662997	0.2501316386550107	0.3689868153990363	-4.402377802764826
51800	-6373.726696707462	-6369.01075769566	-4.715939011802174	-1507.1446309636724	-1143.8982588961107	-2672.2293188993176	-1045.7385489365588	0.23923293445229668	0.3689868153990363	-4.346952196403137
52000	-6375.217453732837	-6369.976588162532	-5.240865570306045	-1509.93044494832	-1148.9905691158674	-2665.6249881986723	-1045.4305858996715	0.2468778647734429	0.3689868153990363	-4.8718787549070095
52200	-6373.814241541603	-6369.1996608368245	-4.614580704778806	-1506.140333941024	-1143.4322780599903	-2674.1020951846954	-1045.524953651115	0.2468778647734429	0.3689868153990363	-4.245593889379769
52400	-6377.182016036817	-6373.000758611345	-4.181257425471788	-1508.174219250498	-1138.0508600222875	-2681.1966465534542	-1045.5790327851055	0.23129863397283557	0.3689868153990363	-3.8122706100727513
52600	-6379.856122745641	-6374.7026398996495	-5.153482845991645	-1506.1984552762303	-1153.511310031175	-2668.0537315716774	-1046.9391430205667	0.2592175020739231	0.3689868153990363	-4.784496030592609
52800	-6377.067807662668	-6372.249046714183	-4.818760948485181	-1507.1404781346846	-1150.5801122990254	-2667.1832854671834	-1047.345170813291	0.25988872767764076	0.3689868153990363	-4.449774133086145
53000	-6373.593590741429	-6368.3843557041055	-5.209235037323063	-1509.0230037611273	-1147.4609617726842	-2665.291617928767	-1046.608772241527	0.24232123916432746	0.3689868153990363	-4.840248221924027
53200	-6376.810196835812	-6371.63908132132	-5.171115514492106	-1509.214991226245	-1148.0088972489968	-2669.774850578482	-1044.6403422675967	0.24438068773522173	0.3689868153990363	-4.80212869909307
53400	-6377.374530321612	-6371.832506860291	-5.542023461320973	-1513.118353797838	-1152.4060723975622	-2658.308017432512	-1048.0000632323786	0.26105174919377955	0.3689868153990363	-5.173036645921936
53600	-6377.991956881257	-6372.554718068926	-5.437238812330156	-1513.1804360530111	-1150.7904486503394	-2660.442892029028	-1048.1409413365477	0.257034678308652	0.3689868153990363	-5.06825199693112
53800	-6374.53505569817	-6370.0688640649805	-4.466191633189283	-1506.7723171652408	-1142.5996840606765	-2673.6986317638425	-1046.99823107522	0.24813554238760258	0.3689868153990363	-4.097204817790246
54000	-6376.8748767773295	-6370.820715310632	-6.0541614666974155	-1511.9762378017551	-1160.4833942606892	-2650.6954044049817	-1047.6656788432065	0.2640404199854021	0.3689868153990363	-5.685174651298379
54200	-6377.385951913687	-6372.089970596595	-5.295981317092288	-1513.7990034842794	-1152.9765037497466	-2656.873320960895	-1048.4411424016737	0.2640404199854021	0.3689868153990363	-4.926994501693251
54400	-6378.855285389255	-6374.987245451018	-3.868039938237659	-1506.490432759285	-1141.3641652638446	-2681.327706384209	-1045.8049410436795	0.2514250452194656	0.3689868153990363	-3.499053122838623
54600	-6376.277354880939	-6370.923626234063	-5.353728646876062	-1510.1435760031309	-1154.644497990213	-2658.174316293217	-1047.9612359475018	0.27040566649965964	0.3689868153990363	-4.984741831477026
54800	-6377.709733086151	-6372.381921323886	-5.327811762264474	-1509.2934035112014	-1152.8686490451178	-2661.4037448900845	-1048.8161238774815	0.2599059642255773	0.3689868153990363	-4.9588249468654375
55000	-6382.5967613848725	-6376.377956413147	-6.218804971725557	-1512.3594203128353	-1159.0935874628335	-2651.777520459306	-1053.147428178173	0.25115908351491006	0.3689868153990363	-5.8498181563265215
55200	-6376.605088717412	-6371.210629257494	-5.394459459918959	-1509.7005110995385	-1149.9354643862966	-2664.348338031494	-1047.2263157401646	0.24101638162401573	0.3689868153990363	-5.0254726445199225
55400	-6375.671051971219	-6371.238491312138	-4.43256065908057	-1504.3301840444158	-1142.3951531511136	-2676.921962130451	-1047.5911919861574	0.240974454673754	0.3689868153990363	-4.063573843681533
55600	-6376.956158796613	-6370.929026912241	-6.027131884372	-1514.9435596077544	-1155.0855238156375	-2652.2339305215355	-1048.6660129673141	0.25535763102250797	0.3689868153990363	-5.658145068972964
55800	-6376.685435831586	-6372.513768007632	-4.171667823953513	-1508.1938617371932	-1139.6479204233785	-2678.3411076024313	-1046.3308782446293	0.24164260630236187	0.3689868153990363	-3.802681008554476
56000	-6373.943841845932	-6369.102012898033	-4.841828947899447	-1504.621360752942	-1145.8567136034696	-2671.7419081450876	-1046.8820303965326	0.24164260630236187	0.3689868153990363	-4.472842132500411
56200	-6375.177774255824	-6369.512053876236	-5.665720379588869	-1510.4609634598685	-1154.8044580257651	-2654.5751430864398	-1049.6714893041622	0.26295909462531203	0.3689868153990363	-5.296733564189833
56400	-6376.876592753852	-6371.279043278531	-5.597549475320149	-1512.1027391275338	-1154.3249314404054	-2658.506745723022	-1046.3446269875694	0.25328183593734965	0.3454554134628592	-5.25209406185729
56600	-6372.510620302583	-6367.825416722495	-4.6852035800880625	-1505.6526671888964	-1146.0771206950378	-2670.079230391726	-1046.0163984468347	0.24916374733826102	0.3454554134628592	-4.339748166625204
56800	-6375.974598908654	-6371.564474342109	-4.410124566545345	-1508.1637188215857	-1142.2345163830757	-2675.3010185053436	-1045.8652206321042	0.25161090334705627	0.3454554134628592	-4.064669153082486
57000	-6375.62980164509	-6371.761000831473	-3.8688008136171903	-1504.3009892507594	-1139.4820490080926	-2681.5300509832487	-1046.4479115893723	0.24610772310281967	0.3454554134628592	-3.523345400154331
57200	-6374.421393624115	-6370.081374827365	-4.340018796749751	-1504.6709585834383	-1144.1808865850776	-2674.8597834701236	-1046.369746188725	0.25290370893132597	0.3454554134628592	-3.9945633832868923
57400	-6375.07663348828	-6370.365219957714	-4.711413530566175	-1509.3375915201093	-1149.1582778499446	-2664.498560689821	-1047.3707898978396	0.2651270750890212	0.3454554134628592	-4.365958117103316
57600	-6378.167983289889	-6373.83455648209	-4.333426807798441	-1510.294838011277	-1147.1765604569132	-2667.2103946834386	-1049.1527633304606	0.26574191093633664	0.3454554134628592	-3.987971394335582
57800	-6375.877134563378	-6371.622591953401	-4.254542609977154	-1504.660082029959	-1145.3255348447724	-2675.9320462359383	-1045.704928842731	0.2549169216886759	0.3454554134628592	-3.909087196514295
58000	-6377.250911116276	-6372.545057842849	-4.705853273427047	-1507.0466600219722	-1149.4634508210734	-2670.693705873502	-1045.3412411263014	0.26054157293556346	0.3454554134628592	-4.360397859964188
58200	-6374.9169130012215	-6370.977308443116	-3.939604558104866	-1502.5026743332699	-1139.1917008215826	-2682.263661469597	-1047.0192718186663	0.2405641474696853	0.3454554134628592	-3.5941491446420066
58400	-6376.887823075426	-6372.913664782933	-3.9741582924936023	-1504.004682964451	-1138.7152154161752	-2684.678100444826	-1045.5156659574814	0.23845144237722712	0.3454554134628592	-3.628702879030743
58600	-6373.298066835348	-6367.596923152659	-5.701143682689779	-1510.2336335983696	-1154.2426516145629	-2654.8375194111695	-1048.2831185285568	0.25639535157705245	0.3454554134628592	-5.35568826922692
58800	-6374.429292057211	-6369.0639285697525	-5.365363487457954	-1509.9826364377514	-1152.3781257523026	-2659.9943325599947	-1046.708833819704	0.262644573780098	0.3454554134628592	-5.019908073995095
59000	-6378.603509554685	-6373.09973065754	-5.503778897144813	-1511.1871687510381	-1156.8504282911947	-2657.489854599243	-1047.5722790160646	0.262644573780098	0.3454554134628592	-5.158323483681954
59200	-6374.475853095027	-6369.266679231615	-5.2091738634114	-1508.154831782774	-1152.4928210571559	-2661.458315508071	-1047.1607108836145	0.26228523570249346	0.3454554134628592	-4.863718449948541
59400	-6378.025391650458	-6372.040038507108	-5.985353143350106	-1510.2583896055025	-1159.9852933582165	-2652.030547195988	-1049.7658083474	0.2628012001594501	0.3454554134628592	-5.639897729887247
59600	-6376.27159440152	-6371.701433642904	-4.570160758615842	-1505.5356505898808	-1143.693988602989	-2677.4384484230804	-1045.033346026954	0.23926685396572672	0.3454554134628592	-4.224705345152983
59800	-6382.979583633956	-6378.771672329388	-4.207911304568726	-1503.0072845782702	-1143.98850256147	-2684.0540382257177	-1047.72184696393	0.24601878045297607	0.3454554134628592	-3.862455891105867
60000	-6374.501666685798	-6370.065596202905	-4.436070482893342	-1505.9209800738677	-1143.4250680337232	-2676.500241632543	-1044.2193064627709	0.24689667018704003	0.3454554134628592	-4.090615069430483
60200	-6375.9696262355665	-6371.832928408501	-4.136697827065481	-1505.7461413429362	-1143.5411224470788	-2676.845035967266	-1045.7006286512196	0.25247123783422387	0.3454554134628592	-3.791242413602622
60400	-6374.425120774567	-6369.9563244991605	-4.468796275406674	-1505.9504939333324	-1143.4147047857286	-2676.178850814392	-1044.412274965708	0.24203400066185027	0.3454554134628592	-4.123340861943815
60600	-6377.585548826678	-6372.012702700271	-5.5728461264074305	-1512.0270059179518	-1151.70981328218	-2658.8071561039847	-1049.4687273961542	0.2514557615732118	0.29247851127761076	-5.28036761512982
60800	-6371.910890489606	-6366.617604649204	-5.293285840402023	-1509.4636165733416	-1152.7852784786355	-2656.8924215199486	-1047.4762880772782	0.2605525384933844	0.29247851127761076	-5.000807329124412
61000	-6372.442009551554	-6367.686494664738	-4.755514886815807	-1506.0279047738163	-1147.544996719746	-2667.520717069369	-1046.592876101807	0.25284476253667304	0.29247851127761076	-4.463036375538197
61200	-6375.655963624203	-6370.014451884565	-5.641511739638429	-1511.322101699658	-1154.7094122461206	-2654.998754055631	-1048.984183883156	0.25415051614432327	0.29247851127761076	-5.349033228360819
61400	-6380.110154346137	-6375.022540830268	-5.087613515869851	-1509.8734776962713	-1150.6585290984142	-2668.9851383092055	-1045.5053957263767	0.25415051614432327	0.29247851127761076	-4.7951350045922405
61600	-6377.543363173697	-6371.325116362652	-6.218246811045076	-1512.3731179068675	-1159.8197577292192	-2650.3171404298805	-1048.815100296684	0.2630273832147445	0.29247851127761076	-5.925768299767466
61800	-6376.3154681282795	-6371.115321790523	-5.200146337756309	-1508.7103129017648	-1152.5486026067103	-2660.7259880412144	-1049.1304182408328	0.2585823095026075	0.29247851127761076	-4.907667826478699
62000	-6373.2686714468155	-6367.992346465559	-5.2763249812557005	-1510.068021794069	-1150.9454663716917	-2660.220621455419	-1046.7582368443802	0.2585823095026075	0.29247851127761076	-4.98384646997809
62200	-6372.773357570813	-6368.031108038087	-4.742249532725457	-1508.6229380899206	-1145.4697127764484	-2668.12674805793	-1045.811709113788	0.24826012479239576	0.29247851127761076	-4.449771021447846
62400	-6375.75158823487	-6370.052442683815	-5.699145551055037	-1508.8269135916794	-1156.2522887839855	-2658.850718629874	-1046.1225216782761	0.2557069722406778	0.29247851127761076	-5.406667039777426
62600	-6376.378047367261	-6372.347870174032	-4.030177193228966	-1505.4570276545032	-1139.282687305988	-2681.6949242276382	-1045.9132309859028	0.24050146839961264	0.29247851127761076	-3.737698681951356
62800	-6377.120118161913	-6372.89532116024	-4.224797001672849	-1508.7761881749925	-1141.017311828825	-2677.772141721565	-1045.3296794348576	0.24934941553096784	0.29247851127761076	-3.9323184903952386
63000	-6381.265844603385	-6377.5879144753235	-3.6779301280613823	-1505.4411850014842	-1137.2572253133876	-2688.5626095129037	-1046.3268946475478	0.24067122388156958	0.29247851127761076	-3.3854516167837714
63200	-6378.933260532036	-6372.962130221298	-5.971130310737837	-1510.2891807990302	-1161.9124534164166	-2652.2021456243738	-1048.558350381477	0.27737606219297967	0.29247851127761076	-5.678651799460226
63400	-6378.265622123936	-6372.9259833042215	-5.339638819713894	-1508.075321197964	-1156.7744562792252	-2659.34001837823	-1048.7361874488017	0.27478573994199496	0.29247851127761076	-5.0471603084362835
63600	-6380.501539987475	-6374.977620583735	-5.523919403739696	-1512.2774739035578	-1154.1495572134186	-2661.1030782031903	-1047.4475112635691	0.26258001324489083	0.29247851127761076	-5.231440892462086
63800	-6377.7362902996065	-6372.657063752307	-5.079226547298785	-1508.5704785149576	-1148.4755495857335	-2667.9722917116896	-1047.638743939927	0.24387452901985576	0.29247851127761076	-4.786748036021175
64000	-6379.732409568021	-6375.091247414361	-4.641162153659721	-1508.5979554581863	-1144.2320768015884	-2677.2807035072415	-1044.9805116473442	0.23678417447885103	0.29247851127761076	-4.3486836423821105
64200	-6377.878870987089	-6373.138162608711	-4.740708378377463	-1504.01384085173	-1146.375605421344	-2675.7852964607387	-1046.9634198748988	0.24207667012435835	0.29247851127761076	-4.448229867099853
64400	-6376.30002352356	-6371.256645257763	-5.043378265797538	-1510.0147145609556	-1148.0890055792784	-2666.2899495106067	-1046.8629756069217	0.24758881197375127	0.29247851127761076	-4.750899754519928
64600	-6383.42063800626	-6377.552670542962	-5.86796746329787	-1513.5946954449757	-1159.711764298379	-2657.320504685138	-1046.9257061144685	0.2661871264814515	0.29247851127761076	-5.575488952020259
64800	-6380.9017628039455	-6374.347411763307	-6.554351040638354	-1513.4014360478723	-1160.9219949408819	-2651.5447366614785	-1048.4792441130742	0.25222217623275095	0.29247851127761076	-6.261872529360743
65000	-6382.460417511452	-6375.745617539664	-6.714799971788188	-1513.6041345849933	-1162.9870195795545	-2650.6094087846777	-1048.5450545904382	0.2522517170676873	0.29247851127761076	-6.422321460510577
65200	-6377.055885001549	-6370.973061360788	-6.082823640760685	-1511.3915282802704	-1160.2113521432832	-2650.0470409159657	-1049.3231400212687	0.2671287192836562	0.29247851127761076	-5.790345129483074
65400	-6373.988373604935	-6368.589593281786	-5.398780323149461	-1508.4194689773865	-1154.4233329338829	-2658.7510566812816	-1046.9957346892343	0.2601275128638338	0.29247851127761076	-5.106301811871851
65600	-6374.73137718763	-6370.145481894547	-4.585895293082785	-1509.3316003414993	-1146.847535050784	-2666.156557047877	-1047.809789454386	0.2601275128638338	0.29247851127761076	-4.293416781805175
65800	-6376.34308659503	-6372.997496877202	-3.3455897178281684	-1503.177693402588	-1132.3577278880348	-2693.2502613559645	-1044.2118142306153	0.2322866276820071	0.29247851127761076	-3.0531112065505575
66000	-6375.540517655613	-6371.124981635159	-4.415536020453861	-1507.0922834222201	-1143.954062906656	-2674.5043137330763	-1045.5743215732064	0.24553851422554512	0.29247851127761076	-4.123057509176251
66200	-6378.963297526766	-6374.093654607246	-4.869642919519735	-1510.9501806137305	-1148.7997708216828	-2666.597279711762	-1047.7464234600707	0.26481419123634925	0.29247851127761076	-4.577164408242124
66400	-6378.198640249335	-6372.839790629849	-5.358849619486368	-1515.3440520387592	-1151.1154547743108	-2658.2161914265444	-1048.164092390234	0.25695267434339886	0.29247851127761076	-5.066371108208758
66600	-6373.8790383333435	-6369.5333505799135	-4.3456877534295755	-1508.505551548611	-1142.4905136641805	-2672.157093920854	-1046.3801914462679	0.24988901275259562	0.29247851127761076	-4.053209242151965
66800	-6376.497163880842	-6372.026024784672	-4.471139096169916	-1506.682699955526	-1144.58057169608	-2674.9731766124874	-1045.7895765205783	0.24896608442920642	0.29247851127761076	-4.178660584892305
67000	-6373.520566319204	-6368.763287359943	-4.757278959260739	-1510.5212420305622	-1148.6163533359647	-2662.5923077299753	-1047.03338426344	0.26218622586586965	0.29247851127761076	-4.464800447983128
