#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter estimate="false" id="popSize.t:tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:tree">
#                    <taxonset id="TaxonSet.noncoding" spec="beast.evolution.alignment.TaxonSet">
#                        <alignment filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment">
#                        </alignment>
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:noncoding" name="distribution">
#            <parameter id="gammaShape.s:noncoding" name="x">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@noncoding" id="treeLikelihood.noncoding" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:noncoding" shape="@gammaShape.s:noncoding" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:noncoding" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:noncoding" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:noncoding" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.1stpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="2-457\3,660-896\3" id="1stpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:1stpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:1stpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:1stpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:1stpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:1stpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.2ndpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="3-457\3,661-896\3" id="2ndpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:2ndpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2ndpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:2ndpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2ndpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:2ndpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.3rdpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="4-457\3,662-.\3" id="3rdpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:3rdpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:3rdpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:3rdpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:3rdpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:3rdpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.1stpos	treeLikelihood.2ndpos	treeLikelihood.3rdpos	treeLikelihood.noncoding	TreeHeight	gammaShape	CoalescentConstant
19200	-6375.108706489314	-6370.5301614651435	-4.5785450241700945	-1505.5487228771117	-1143.3488548767248	-2675.2921371442976	-1046.3404465670092	0.24484918853837273	0.3748071525577209	-4.203737871612374
19400	-6373.078102205741	-6368.169413543227	-4.9086886625135975	-1508.8123202757633	-1148.4302798883607	-2663.6857405743167	-1047.241072804786	0.25632284778972664	0.3748071525577209	-4.533881509955877
19600	-6379.873551685673	-6375.674576345566	-4.198975340107579	-1505.0095912516265	-1143.8462901602393	-2677.6105872986527	-1049.2081076350466	0.2518789223888889	0.4237056506929614	-3.7752696894146176
19800	-6377.4633199833315	-6372.553124331231	-4.910195652100548	-1508.9408251457494	-1149.7111025229115	-2665.582491957373	-1048.3187047051968	0.2635646273092754	0.4237056506929614	-4.486490001407586
20000	-6374.198914879701	-6370.010566002289	-4.188348877412126	-1505.5697138580429	-1140.3159941854449	-2676.5473580584926	-1047.5774999003092	0.24882630173400552	0.4237056506929614	-3.764643226719164
20200	-6380.075756376354	-6376.040282993061	-4.035473383292934	-1503.219570007716	-1142.4000521288642	-2685.666226044324	-1044.7544348121571	0.24882630173400552	0.4237056506929614	-3.611767732599972
20400	-6377.636837905894	-6372.009714723887	-5.627123182007491	-1509.2394480772825	-1157.1713333613075	-2655.745043029331	-1049.8538902559656	0.27379431652714975	0.4237056506929614	-5.203417531314529
20600	-6375.60835955418	-6371.347881904276	-4.260477649904318	-1505.1792059996117	-1142.030841932348	-2677.658830154219	-1046.4790038180968	0.24985345457803637	0.4237056506929614	-3.836771999211356
20800	-6377.018528318605	-6373.397257648773	-3.6212706698319423	-1504.374228911605	-1137.3238735799946	-2684.772845020349	-1046.9263101368244	0.24985345457803637	0.4237056506929614	-3.197565019138981
21000	-6377.220984469076	-6373.419358441019	-3.801626028057585	-1503.314005686486	-1138.6549976252281	-2685.3170956058093	-1046.1332595234953	0.24985345457803637	0.4237056506929614	-3.3779203773646236
21200	-6373.990280055011	-6369.365076830736	-4.625203224274396	-1505.07439555836	-1145.2875806545583	-2670.713493550735	-1048.2896070670836	0.24985345457803637	0.4237056506929614	-4.201497573581435
21400	-6374.745271866096	-6370.344318104499	-4.40095376159743	-1505.9808757539618	-1141.368394486781	-2675.9967616251834	-1046.9982862385725	0.24472232103558358	0.4237056506929614	-3.977248110904468
21600	-6376.916328517887	-6372.075447312985	-4.840881204902559	-1508.5467299027846	-1151.2291116634844	-2664.6003392399343	-1047.6992665067812	0.27025115168690544	0.4237056506929614	-4.417175554209598
21800	-6380.670588572874	-6376.924502707223	-3.746085865651476	-1504.704520697245	-1134.6861514334635	-2692.3319951601657	-1045.2018354163492	0.23015808316536596	0.4237056506929614	-3.322380214958515
22000	-6375.3448577954605	-6370.296953754988	-5.047904040472618	-1507.2998648184746	-1145.2626977908321	-2669.3278723776466	-1048.4065187680349	0.2413328378155925	0.4237056506929614	-4.624198389779656
22200	-6374.774438208046	-6370.238292657026	-4.536145551020558	-1506.3846724897858	-1144.8807546662392	-2670.878341016306	-1048.0945244846948	0.2564873548934135	0.4237056506929614	-4.112439900327597
22400	-6374.317471876277	-6369.458349063911	-4.859122812366037	-1506.9558277035462	-1148.413171977113	-2666.407703187113	-1047.6816461961384	0.2584511477072464	0.4237056506929614	-4.435417161673075
22600	-6373.165200615111	-6368.493541250496	-4.67165936461512	-1506.822481920692	-1146.5712678700793	-2667.3229026518748	-1047.7768888078492	0.2584511477072464	0.4237056506929614	-4.247953713922159
22800	-6375.0832199239985	-6370.691716159703	-4.391503764295325	-1504.0069739539967	-1142.6448528766778	-2677.4448236383446	-1046.5950656906834	0.24718804289999416	0.4237056506929614	-3.9677981136023632
23000	-6384.793655538967	-6380.24273229326	-4.5509232457071525	-1507.192667878511	-1144.6821597441083	-2681.4755342366416	-1046.8923704339986	0.24718804289999416	0.4237056506929614	-4.127217595014191
23200	-6379.13974350431	-6374.510612054057	-4.629131450253601	-1504.3580885426722	-1144.9173244757073	-2678.0138588791815	-1047.2213401564952	0.24718804289999416	0.4237056506929614	-4.205425799560639
23400	-6376.9455918687945	-6371.948647085377	-4.996944783417699	-1508.7106320598625	-1145.6712726347764	-2671.405368185539	-1046.1613742051993	0.24025696975673125	0.4237056506929614	-4.573239132724737
23600	-6378.399541775567	-6373.346446533342	-5.053095242225349	-1508.1162629660344	-1146.2165891460156	-2673.455173983808	-1045.5584204374838	0.24360860414106006	0.4237056506929614	-4.629389591532387
23800	-6380.217461496026	-6375.11417321957	-5.103288276455873	-1511.345960948454	-1147.6675247055587	-2667.504115392397	-1048.5965721731607	0.24360860414106006	0.4077519325719614	-4.695536343883912
24000	-6380.22084023739	-6375.734750339989	-4.486089897401512	-1506.0670115796727	-1144.278460792305	-2679.1250619158286	-1046.2642160521818	0.243786854055604	0.23315824640715946	-4.252931650994353
24200	-6378.247612593067	-6373.3508807656035	-4.896731827463712	-1506.985807709119	-1149.1343775401053	-2669.7535108082934	-1047.4771847080858	0.2517784269935169	0.23315824640715946	-4.663573581056553
24400	-6375.413530569205	-6370.603638027749	-4.809892541456504	-1508.8467714947294	-1145.891458808619	-2670.4942359078073	-1045.3711718165937	0.24637766617947515	0.27881078746096954	-4.531081753995535
24600	-6373.157581689783	-6368.584667019855	-4.572914669928103	-1507.474717034647	-1145.2741512814025	-2670.6581517745285	-1045.1776469292777	0.2525351877083697	0.27881078746096954	-4.294103882467134
24800	-6373.969947856335	-6368.321242840954	-5.648705015380929	-1508.9420641432803	-1157.3437581728388	-2654.8542045056	-1047.1812160192349	0.2672500382657391	0.3317942632230588	-5.31691075215787
25000	-6374.821502569136	-6370.149550417256	-4.67195215188023	-1509.225012756084	-1149.8004383337575	-2662.6946777603075	-1048.4294215671073	0.2677780267860107	0.3317942632230588	-4.3401578886571714
25200	-6376.541476923951	-6371.493715469054	-5.047761454897282	-1509.4331038082769	-1154.6108877022002	-2658.651296144115	-1048.798427814462	0.2750239535808793	0.3317942632230588	-4.715967191674223
25400	-6376.289481191301	-6370.440683388545	-5.848797802755895	-1511.5844626443318	-1159.4337835090298	-2650.710214736994	-1048.7122224981892	0.27411652048570473	0.3317942632230588	-5.517003539532836
25600	-6373.143534760044	-6367.789646244553	-5.3538885154901354	-1507.8663438961025	-1149.8521417421778	-2663.5453786248386	-1046.5257819814344	0.24116165907473952	0.3317942632230588	-5.022094252267077
25800	-6375.352973691109	-6369.564496309489	-5.788477381619487	-1512.2780128112358	-1157.4166813430224	-2650.959167462619	-1048.9106346926117	0.2619351342894214	0.3317942632230588	-5.456683118396429
26000	-6371.959651415631	-6367.210337598006	-4.74931381762552	-1507.0323248340792	-1144.8198970926999	-2669.5618384586496	-1045.796277212577	0.24278958751199972	0.3317942632230588	-4.417519554402461
26200	-6373.12163769536	-6368.493345781488	-4.6282919138717595	-1506.024355167406	-1146.9510437830268	-2669.58825261092	-1045.9296942201356	0.2568909585531658	0.3317942632230588	-4.296497650648701
26400	-6377.023628205056	-6372.937353753006	-4.086274452050023	-1505.7746093303936	-1143.118696239722	-2678.461408346311	-1045.5826398365796	0.25139615296020607	0.3317942632230588	-3.754480188826964
26600	-6374.453975199022	-6370.352507583954	-4.101467615067968	-1506.1816830698515	-1141.807292755558	-2676.050965154712	-1046.312566603833	0.25139615296020607	0.3317942632230588	-3.769673351844909
26800	-6372.235251634746	-6366.969631601354	-5.265620033392128	-1508.240443899947	-1149.4120051835193	-2662.0120793715637	-1047.3051031463237	0.25139615296020607	0.3822100823145388	-4.8834099510775895
27000	-6373.52127272813	-6368.303490330387	-5.217782397742702	-1510.6859133371802	-1150.7022937205395	-2659.7539160452993	-1047.1613672273684	0.2630390031417792	0.3822100823145388	-4.835572315428163
27200	-6380.497272783942	-6376.19938703653	-4.297885747412164	-1505.4250323166802	-1145.933071890956	-2676.953670307851	-1047.887612521043	0.2630390031417792	0.3822100823145388	-3.915675665097625
27400	-6380.347395512768	-6376.473843637423	-3.8735518753451963	-1507.2999127089608	-1140.2297462190445	-2684.1230545617236	-1044.8211301476942	0.2545099633179374	0.3822100823145388	-3.4913417930306574
27600	-6380.779610728865	-6376.658119820317	-4.121490908548431	-1506.238400988863	-1143.9440657509786	-2678.5263422450976	-1047.9493108353768	0.25308242549502574	0.3822100823145388	-3.739280826233892
27800	-6377.165487728855	-6372.868465235253	-4.297022493601616	-1503.8430397621637	-1142.577954227962	-2679.8271819131933	-1046.6202893319341	0.24360342601128251	0.3822100823145388	-3.914812411287077
28000	-6380.589966029402	-6377.07922861945	-3.510737409951868	-1503.6816393664992	-1136.2943057184411	-2693.214583152944	-1043.888700381566	0.24360342601128251	0.3822100823145388	-3.128527327637329
28200	-6377.480829555206	-6373.33537336396	-4.145456191245631	-1503.3464258155107	-1141.1681019429914	-2684.9047054072194	-1043.9161401982374	0.24360342601128251	0.3822100823145388	-3.7632461089310922
28400	-6376.062134501875	-6371.555088753799	-4.507045748075792	-1509.7392272723225	-1144.472795856445	-2669.3441696734117	-1047.99889595162	0.2518188066493058	0.3822100823145388	-4.124835665761253
28600	-6376.065343589783	-6370.23808379581	-5.827259793972689	-1509.0842423256001	-1158.5166774101656	-2653.8542640748797	-1048.782899985165	0.26289533540875176	0.3822100823145388	-5.44504971165815
28800	-6375.79641593475	-6371.89749103189	-3.8989249028597426	-1504.0717046088816	-1137.7909242450137	-2683.905863664263	-1046.1289985137314	0.2361349527337287	0.3822100823145388	-3.5167148205452037
29000	-6375.077286881818	-6370.858365610894	-4.218921270923661	-1506.6874168300337	-1141.6322220920217	-2675.882310423227	-1046.6564162656114	0.2441633553108406	0.3822100823145388	-3.8367111886091223
29200	-6374.792725708214	-6370.858643217562	-3.9340824906522096	-1505.2045330393125	-1136.8153915354378	-2681.946265171582	-1046.8924534712291	0.23681832459810578	0.3822100823145388	-3.5518724083376707
29400	-6374.394147021153	-6369.723358615131	-4.670788406022544	-1506.07846302877	-1142.7761312032142	-2673.715721402034	-1047.153042981113	0.23681832459810578	0.3822100823145388	-4.2885783237080055
29600	-6379.235315176545	-6373.6911771498435	-5.544138026700983	-1511.3913239132116	-1149.9257384702532	-2664.416809713008	-1047.9573050533702	0.24861693339539967	0.4661564805839105	-5.077981546117073
29800	-6379.986632406173	-6374.898558281951	-5.088074124222006	-1509.0190764579843	-1144.1042691628306	-2673.1495898578346	-1048.625622803301	0.23169929731211242	0.4661564805839105	-4.6219176436380955
30000	-6378.06596910989	-6372.843353634589	-5.222615475301039	-1509.236358885373	-1144.7759456612237	-2672.021326209949	-1046.8097228780427	0.23430106322064315	0.4661564805839105	-4.7564589947171285
30200	-6377.923167705668	-6373.42488621934	-4.498281486327981	-1507.5524424305816	-1141.7208283210512	-2678.92601200855	-1045.2256034591567	0.23430106322064315	0.3878868177304593	-4.110394668597522
30400	-6376.313801579886	-6371.635652282996	-4.678149296890182	-1508.9863248567387	-1141.3481142846902	-2675.0096231064167	-1046.2915900351497	0.23035368987485047	0.287989967036981	-4.390159329853201
30600	-6378.990320009645	-6374.083452645587	-4.906867364058082	-1505.825683254894	-1143.9864842529664	-2676.2272241315973	-1048.0440610061296	0.23035368987485047	0.287989967036981	-4.618877397021102
30800	-6375.884993778732	-6371.336437016356	-4.548556762375423	-1505.7743791814764	-1148.2325454016293	-2669.2945354528542	-1048.0349769803968	0.26548950146614736	0.287989967036981	-4.260566795338442
31000	-6378.072873167764	-6373.4398492809	-4.6330238868640645	-1507.7446681025838	-1149.0658548864258	-2668.639965858776	-1047.9893604331137	0.26548950146614736	0.287989967036981	-4.345033919827084
31200	-6376.031561147245	-6370.765677989485	-5.265883157760295	-1509.0775941155503	-1155.5724182339845	-2659.3443897301995	-1046.771275909751	0.26548950146614736	0.287989967036981	-4.977893190723314
31400	-6377.69055471878	-6374.142244449983	-3.548310268796526	-1505.7784280406183	-1139.2008165814693	-2684.134201379863	-1045.0287984480321	0.25290742021586826	0.287989967036981	-3.2603203017595446
31600	-6378.1268326185145	-6374.0092426058245	-4.117590012689771	-1505.2325542917645	-1147.6686719780419	-2674.4283586472893	-1046.6796576887289	0.2723874318038157	0.287989967036981	-3.82960004565279
31800	-6379.818211574044	-6375.685583040749	-4.132628533294418	-1509.1553348622658	-1148.8644861630157	-2669.9278242512996	-1047.737937764169	0.28184917936908255	0.287989967036981	-3.844638566257437
32000	-6379.214567138358	-6374.711840603208	-4.502726535149809	-1506.4537564864756	-1149.631830052706	-2670.424732223578	-1048.2015218404476	0.26619379589792524	0.287989967036981	-4.214736568112828
32200	-6378.426605486929	-6373.512041488237	-4.914563998691789	-1511.1228689770016	-1150.916002640819	-2662.3657539100923	-1049.107415960324	0.26619379589792524	0.287989967036981	-4.626574031654808
32400	-6378.2120914350535	-6372.72535457642	-5.4867368586334875	-1508.8686949800997	-1154.2602677335374	-2658.6664328943643	-1050.9299589684188	0.2605753995206217	0.287989967036981	-5.198746891596507
32600	-6376.854953542919	-6372.590454518838	-4.264499024081235	-1502.6522797297505	-1143.4073500501693	-2679.597876070109	-1046.9329486688093	0.24783090146196157	0.287989967036981	-3.976509057044254
32800	-6379.208659875466	-6373.9655404918885	-5.243119383577444	-1514.004418018058	-1153.5604283533764	-2656.8423406247407	-1049.5583534957136	0.26596214586253597	0.287989967036981	-4.955129416540463
33000	-6377.66249819534	-6371.423226387214	-6.239271808126087	-1514.443244511173	-1165.2695214777243	-2641.793456376926	-1049.9170040213903	0.28568763096817523	0.287989967036981	-5.951281841089107
33200	-6372.1452340482665	-6366.576208632987	-5.569025415279468	-1509.4184109889284	-1153.1408825022754	-2656.3255189849424	-1047.6913961568403	0.25515037887107905	0.287989967036981	-5.281035448242487
33400	-6372.905612512854	-6368.044593666791	-4.861018846062837	-1508.5177413669544	-1147.658009033729	-2664.9009791655067	-1046.9678641006012	0.25515037887107905	0.287989967036981	-4.573028879025856
33600	-6372.6380315158995	-6368.013469032026	-4.624562483873437	-1508.5601540134521	-1146.2051935875966	-2666.873433293809	-1046.3746881371678	0.25515037887107905	0.2871078627878444	-4.337454621085593
33800	-6374.158717631573	-6369.581837147222	-4.576880484350961	-1505.6392366002808	-1146.9546895692006	-2669.720248946944	-1047.267662030797	0.2523575649735187	0.2871078627878444	-4.289772621563117
34000	-6378.876509859683	-6373.472407672336	-5.404102187346831	-1508.8624029560442	-1156.2883335616907	-2659.7601924294854	-1048.5614787251154	0.2622111449491488	0.2871078627878444	-5.116994324558987
34200	-6378.946938447399	-6373.331046045714	-5.615892401684142	-1511.3522025328202	-1156.5596502525304	-2658.3457492389703	-1047.0734440213926	0.2599219937714133	0.2871078627878444	-5.328784538896297
34400	-6375.579502006639	-6369.960711719154	-5.618790287485271	-1511.305697420412	-1155.0881267035556	-2654.528632158862	-1049.0382554363237	0.2599219937714133	0.2871078627878444	-5.331682424697426
34600	-6374.701929485645	-6369.344900553591	-5.357028932054505	-1509.5887333280334	-1151.0355888184126	-2662.1083163790463	-1046.6122620280994	0.2466468860794799	0.2871078627878444	-5.069921069266661
34800	-6378.608940546409	-6373.669637424271	-4.939303122137605	-1509.4064261351987	-1149.1534249810388	-2667.963796246227	-1047.1459900618067	0.2466468860794799	0.2871078627878444	-4.65219525934976
35000	-6379.930669740845	-6376.120518289976	-3.8101514508693706	-1505.5983662258877	-1137.4895090915695	-2688.00257107663	-1045.0300718958879	0.24033675267941912	0.2871078627878444	-3.523043588081526
35200	-6378.382771399134	-6374.583072587925	-3.799698811209346	-1506.1369292909162	-1137.7911620600757	-2683.3940822229265	-1047.2608990140063	0.23688435167602656	0.2871078627878444	-3.5125909484215017
35400	-6378.606108804536	-6374.03510413685	-4.571004667686296	-1509.4267276795329	-1146.283993829343	-2670.881834021207	-1047.4425486067685	0.2519477860198065	0.2871078627878444	-4.283896804898451
35600	-6379.249097919409	-6374.094940690835	-5.1541572285738715	-1512.481710268978	-1152.0493990933103	-2662.754046667523	-1046.8097846610226	0.25626058395703255	0.2871078627878444	-4.867049365786027
35800	-6377.554326998254	-6372.222240223089	-5.332086775164575	-1513.1157462911117	-1151.1046573640672	-2660.7691905985052	-1047.232645969406	0.25853334938235006	0.3678059141652855	-4.964280860999289
36000	-6377.571406943402	-6373.1255677345525	-4.445839208848646	-1510.0177726910945	-1142.3386161282313	-2675.5651352139384	-1045.2040437012881	0.24751806773321455	0.3678059141652855	-4.078033294683361
36200	-6384.759962439955	-6379.388017616015	-5.3719448239405	-1514.973472336774	-1147.7764788951188	-2669.3213741218087	-1047.316692262313	0.23701362990508668	0.3678059141652855	-5.0041389097752145
36400	-6374.119486593392	-6369.512235107289	-4.607251486103058	-1505.7741857616984	-1142.7381988118323	-2674.759328058193	-1046.240522475565	0.23701362990508668	0.3678059141652855	-4.239445571937773
36600	-6376.035673988707	-6370.092574090397	-5.943099898309869	-1509.4140486012748	-1157.1063734628544	-2654.6173147382674	-1048.9548372879997	0.26080832425157185	0.3678059141652855	-5.575293984144584
36800	-6382.574589880783	-6377.2740371871605	-5.300552693622105	-1509.951343461829	-1153.6349621393556	-2667.711948279744	-1045.9757833062324	0.26080832425157185	0.3678059141652855	-4.93274677945682
37000	-6381.221026510615	-6375.560959565063	-5.660066945551997	-1514.2408950402264	-1155.3975813357758	-2656.488361304054	-1049.434121885007	0.2608344152044667	0.3678059141652855	-5.292261031386712
37200	-6379.231549374325	-6373.71339527937	-5.518154094955207	-1510.8255181441957	-1155.894556387417	-2659.2644760560056	-1047.7288446917523	0.2712673887823743	0.41534203233076344	-5.1028120626244435
37400	-6378.259594596228	-6374.079873902086	-4.17972069414238	-1506.3142036641223	-1141.023888692642	-2678.090816874271	-1048.6509646710508	0.24483379079525625	0.41534203233076344	-3.764378661811616
37600	-6380.470170545553	-6375.67019847242	-4.799972073132685	-1505.2314178984043	-1145.6029959617729	-2678.5949937615123	-1046.240790850731	0.24386819803689802	0.41534203233076344	-4.384630040801921
37800	-6375.591828440915	-6371.049498821434	-4.542329619481722	-1506.2271146183311	-1142.2583737590521	-2675.7493117238464	-1046.8146987202047	0.23749363311727265	0.288727887657565	-4.2536017318241575
38000	-6374.588285271136	-6370.080217706469	-4.508067564666482	-1508.2771850233303	-1142.4421923246246	-2673.091654033737	-1046.269186324777	0.23749363311727265	0.288727887657565	-4.219339677008917
38200	-6375.3125334329125	-6371.371013986852	-3.941519446060794	-1504.8455150944533	-1136.8839592444272	-2683.547229117218	-1046.0943105307533	0.23223009866058428	0.288727887657565	-3.652791558403229
38400	-6374.365740198579	-6369.37960795544	-4.9861322431391795	-1506.3026041409526	-1150.3364567610547	-2664.9192205994527	-1047.8213264539802	0.25539699197380755	0.288727887657565	-4.6974043554816145
38600	-6373.711536588079	-6368.555042426079	-5.1564941619995075	-1508.9798332858297	-1153.0396161010929	-2659.550973482319	-1046.9846195568377	0.2687314937198662	0.288727887657565	-4.8677662743419425
38800	-6376.10315116893	-6371.324361659349	-4.778789509580584	-1509.068009135574	-1146.9135244200893	-2667.8916319113555	-1047.4511961923301	0.2499617360631977	0.288727887657565	-4.490061621923019
39000	-6376.624169774693	-6371.733095655703	-4.891074118989354	-1509.810021495884	-1150.589246212428	-2663.468785797246	-1047.8650421501454	0.26115379210038653	0.288727887657565	-4.602346231331789
39200	-6374.868989034005	-6370.506277733827	-4.362711300177278	-1506.3915450617415	-1144.5061951119806	-2672.357965545876	-1047.250572014229	0.25191266323091965	0.288727887657565	-4.073983412519713
39400	-6376.596622116895	-6371.129742797007	-5.46687931988778	-1512.1920608339346	-1152.982375985827	-2656.177152424918	-1049.7781535523266	0.2550014080347645	0.288727887657565	-5.178151432230215
39600	-6380.164591678578	-6375.677942853863	-4.486648824715389	-1505.8237632895896	-1141.9288313223897	-2680.5658607755	-1047.3594874663831	0.23104676813835873	0.288727887657565	-4.197920937057824
39800	-6382.834908252396	-6376.323127654989	-6.511780597407347	-1515.0128763987573	-1161.1082057946446	-2648.9973950128206	-1051.2046504487669	0.261437858420853	0.38966429747896625	-6.12211629992838
40000	-6375.428271828913	-6369.668751925172	-5.759519903741332	-1511.0801445003028	-1155.497067852722	-2653.563365732445	-1049.5281738397025	0.261437858420853	0.38966429747896625	-5.369855606262365
40200	-6377.8878225889475	-6371.668192083348	-6.219630505599457	-1512.2009585534336	-1160.196688381402	-2648.1584701713	-1051.1120749772126	0.26387012785035996	0.38966429747896625	-5.82996620812049
40400	-6377.776965501389	-6371.7220709843605	-6.054894517028837	-1511.3719058120805	-1161.3063006541984	-2648.8292235048502	-1050.2146410132314	0.2737126639680326	0.38966429747896625	-5.66523021954987
40600	-6376.313643842717	-6371.844977111751	-4.468666730966099	-1505.3814483909687	-1146.8427799492642	-2672.882333209282	-1046.7384155622362	0.2641206098915863	0.38966429747896625	-4.079002433487132
40800	-6384.898860246552	-6380.681507958139	-4.217352288412925	-1506.8452071535276	-1140.1860854763452	-2687.1692158057836	-1046.4809995224834	0.23693909983721145	0.38966429747896625	-3.827687990933958
41000	-6378.4920943717825	-6373.705679720519	-4.786414651264295	-1510.1036759490867	-1146.8686784243318	-2669.4440577416694	-1047.2892676054312	0.24434333490110238	0.38966429747896625	-4.396750353785328
41200	-6374.308267694847	-6369.2642342439085	-5.044033450938372	-1507.406473067546	-1149.2725567987065	-2666.1488712974347	-1046.4363330802212	0.25201474572744376	0.38966429747896625	-4.654369153459405
41400	-6374.829602313636	-6368.948906177427	-5.880696136209901	-1509.2609779973307	-1156.9978210129145	-2654.44244993346	-1048.2476572337214	0.263404535697897	0.38966429747896625	-5.491031838730934
41600	-6374.892897735269	-6369.630527392785	-5.262370342484578	-1506.7299532214074	-1150.133108653421	-2665.1145045843327	-1047.6529609336237	0.2512361429185309	0.38966429747896625	-4.872706045005612
41800	-6377.1002271777315	-6372.571778796488	-4.528448381244096	-1506.6143082734473	-1145.7393612597932	-2671.3266316020295	-1048.8914776612173	0.2512361429185309	0.38966429747896625	-4.138784083765129
42000	-6375.433710867022	-6370.450389139972	-4.983321727049559	-1506.9849682380898	-1153.2203760550751	-2661.252943534998	-1048.992101311809	0.2724643414881604	0.38966429747896625	-4.593657429570593
42200	-6375.537622621935	-6371.513843173473	-4.023779448461846	-1504.8149932061394	-1140.013198557004	-2679.5621806710096	-1047.1234707393196	0.2513806272751936	0.38966429747896625	-3.634115150982879
42400	-6376.0131878595075	-6371.3931284858145	-4.620059373693314	-1508.0234165476622	-1146.7124936957835	-2668.1967438365273	-1048.4604744058413	0.25992472586185406	0.38966429747896625	-4.230395076214347
42600	-6376.600073080617	-6372.395137133496	-4.204935947120819	-1507.791186737015	-1142.7601553525324	-2675.66623141178	-1046.1775636321686	0.25830677818187947	0.38966429747896625	-3.8152716496418524
42800	-6377.899763655956	-6373.346165659192	-4.55359799676435	-1506.829832912964	-1147.5533188383554	-2673.0928911166234	-1045.8701227912488	0.25830677818187947	0.38966429747896625	-4.1639336992853835
43000	-6379.586055317221	-6374.113068846975	-5.472986470245722	-1511.8861799253955	-1153.9475302980409	-2659.9168593586364	-1048.3624992649018	0.25376323838670956	0.38966429747896625	-5.0833221727667555
