0,0.01,25.74470281477658
1,0.02,56.85580319377805
2,0.03,39.72406502060806
3,0.04,56.241016868442074
4,0.05,55.456006734999356
5,0.06,59.10930463171402
6,0.07,66.69756842777858
7,0.08,59.71023207693989
8,0.09,65.88347367692576
9,0.1,64.88973445939372
10,0.11,63.502624222560584
11,0.12,61.74684987479762
12,0.13,60.77181631490708
13,0.14,71.90427726588928
14,0.15,65.64435059006374
15,0.16,67.61152251026516
16,0.17,57.625646393714455
17,0.18,71.39044114487098
18,0.19,58.72300180110404
19,0.2,61.37526572677353
20,0.21,63.49206181855407
21,0.22,60.52371167434931
22,0.23,67.53958917565672
23,0.24,60.85754205144604
24,0.25,65.66113760595577
25,0.26,64.24192645264593
26,0.27,66.10413119918849
27,0.28,65.35902605435193
28,0.29,66.8492316053442
29,0.3,56.97743555893064
30,0.31,64.03139063518853
31,0.32,68.16445630628141
32,0.33,62.604666556160986
33,0.34,68.4337443957698
34,0.35,64.12611094299582
35,0.36,61.09008172586135
36,0.37,66.43099988360792
37,0.38,62.12573360887792
38,0.39,62.621848625242386
39,0.4,66.30941347743514
40,0.41,60.37411246057466
41,0.42,61.99611026307272
42,0.43,65.66751322651204
43,0.44,64.64768165445275
44,0.45,61.3413601676734
45,0.46,58.648368401512336
46,0.47,60.78100612319858
47,0.48,63.65098180227188
48,0.49,65.51087095283879
49,0.5,66.69041432351902
50,0.51,65.18163115605232
51,0.52,64.28952186280955
52,0.53,60.675216073236335
53,0.54,57.041335286768856
54,0.55,67.82070737779775
55,0.56,67.16438426145201
56,0.57,68.3640410309836
57,0.58,66.01091997715943
58,0.59,65.02890076350127
59,0.6,58.31865712803588
60,0.61,68.33244044464215
61,0.62,63.83789737303104
62,0.63,66.18811930938497
63,0.64,65.28476202013965
64,0.65,62.45908494596492
65,0.66,64.62156602425797
66,0.67,65.00570582248294
67,0.68,61.38774581261715
68,0.69,64.80476469921555
69,0.7,59.708877590503924
70,0.71,63.26192514930016
71,0.72,66.19990812771019
72,0.73,67.54277327990746
73,0.74,69.38805305896253
74,0.75,60.11830520015895
75,0.76,64.7305256480783
76,0.77,61.152156135065376
77,0.78,66.74510285125761
78,0.79,64.03984104582659
79,0.8,67.41657287375651
80,0.81,64.14510096648614
81,0.82,69.57771270815228
82,0.83,61.38428852166356
83,0.84,63.59993347782783
84,0.85,60.40814078052222
85,0.86,67.36421900983146
86,0.87,61.8873918824639
87,0.88,59.455034186147365
88,0.89,60.32893612399898
89,0.9,68.71334629666366
90,0.91,67.3408733726512
91,0.92,69.54342439841761
92,0.93,64.33149262905826
93,0.94,65.14474083508436
94,0.95,63.22564925872614
95,0.96,57.92545355244037
96,0.97,55.70997328780305
97,0.98,68.66804514187523
98,0.99,61.62400304352348
99,1.0,63.96728870340157
