0,[-43.870806519912065, -41.399658439271505, -45.00703017488525, -43.12080975718105, -45.845798943781574, -46.96925923453363, -41.66601802601814, -40.96241557587946, -68.73917467884252, -45.57517530692598, -44.07868801690723, -42.46401447720547, -41.29439107967372, -40.97412310477628, -45.297917706693404, -40.35754179902624, -41.361994386743774, -47.95333730429, -41.07661284092721, -49.853834521637026, -45.45821867851632, -46.02540976710033, -41.119947846209655, -41.42090410714425, -60.47364611157591, -42.20944830905523, -49.49878219392354, -49.38286680666913, -45.79108219846792, -47.00404502084399, -47.239269174332186, -42.79165531549106, -44.36629491894571, -56.98583002333819, -43.11964682017548, -42.785698369545436, -46.187035076025644, -41.57761773609796, -45.574782116980195, -48.44652596495227, -46.495368014722374, -42.57757690590019, -59.4251801115939, -53.784354824895246, -65.84358324258149, -41.73713260968368, -40.595534434250915, -49.75784789597702, -51.34005169801071, -61.828813737120235, -46.67920803036326, -44.78657014752139, -47.584423662548545, -44.9937575441036, -42.23046155950582, -46.072490525597075, -42.690321616461354, -44.3257064539193, -43.52957336122046, -61.115817366075426, -44.40366487487734, -69.27517962917118, -46.55165147955851, -41.132570294512774, -45.85676334527725, -42.75386115847252, -43.67250691315847, -42.449209547840994, -44.105538624414265, -42.039698802757, -43.80212340351728, -57.26877132673923, -48.647672793785354, -40.838496061240434, -46.406767507934276, -43.60359479886402, -41.53030695828802, -55.85975394072293, -54.77781042451748, -41.46564073384299, -42.596434119787745, -45.1723704986903, -45.70047005723051, -41.128886166787474, -48.736060518745425, -46.132750132184796, -41.90961231379009, -40.68415619376136, -44.304983312836676, -41.60087577300403, -40.23190863780977, -54.91826298825877, -45.42180967566213, -41.11260022584231, -46.32399102864007, -48.620244159351664, -41.49790612206042, -43.51399169007149, -44.02678310601683, -45.574638526408634]
1,[-39.98598614315563, -40.03727157710356, -42.72623064736235, -41.37580809652876, -41.29106127535368, -41.260782200316754, -41.76178128540586, -40.971462378238286, -45.067238665634754, -41.25891023118185, -41.08460604757856, -45.08175655436179, -62.80664842460915, -41.8534083818874, -41.6862775406256, -43.39836943711223, -45.00320915721305, -43.15146754025295, -40.078618077561316, -40.486333452431516, -41.308436757554105, -41.381569300782715, -40.298650564758546, -40.10834626072382, -40.468951033919126, -40.37421766258413, -40.04141522060929, -46.20723183400433, -49.876202631359305, -51.75008871630489, -40.14161862100656, -42.74739163008033, -41.988416719203016, -46.618083221990574, -42.532354035697026, -42.388521150700264, -41.00398918753022, -40.0995536650265, -40.51684948410001, -41.421300807760176, -41.407227823053205, -40.433741481117025, -40.006813433175225, -42.07213727427438, -40.54476748447474, -43.363832133684774, -41.0363330860276, -41.91903718697972, -42.67047320217151, -41.22927641959227, -44.80180231392663, -40.357684268303636, -49.0161268007988, -40.909089120577114, -40.516732689753006, -40.17486671363578, -40.69721209302126, -44.81130606125777, -40.12089714844056, -40.02725881512868, -47.244281510929696, -44.52170696210556, -43.30028540273, -46.367197280508506, -41.22874357834008, -40.049923323169594, -43.01596733662096, -40.810187611805944, -40.62007464651659, -40.073417949845386, -40.844084756658035, -45.248563580676056, -52.122444640614766, -41.151530370078554, -42.53849958073425, -41.1935758704726, -41.036814280174745, -42.424490058398064, -42.736690237711784, -40.655128722459665, -40.83221990213525, -53.20660306310417, -41.28767339878466, -39.97035384499404, -40.064689701481576, -41.06477379287779, -40.82850572459247, -40.431819848265654, -48.28447178940888, -41.01487212261716, -40.62027310419468, -40.68101318190414, -40.61906676996182, -41.88464563691746, -40.03432520336513, -40.37180320219979, -40.6370308735963, -45.871219569614084, -41.27860544296818, -40.50130520533561]
2,[-42.13103211711662, -43.41182995844356, -43.801495324736365, -39.97181911048983, -41.39780138137965, -44.260182687699526, -44.485475685550526, -40.51524099347327, -42.55918869836279, -44.93404436985526, -46.15197774235804, -41.2652482860114, -40.74097621826809, -44.41453307804002, -42.64205709096238, -46.03244584174155, -42.031770995656046, -42.29750808336807, -40.573491024980726, -42.20951383687485, -45.408661083537325, -42.09160027376049, -40.48788994747976, -41.00945594618308, -43.22989538624947, -41.07382337208037, -41.15446834709637, -44.9919487612041, -43.30400559118843, -44.362332959856005, -45.202822269404635, -41.336259723046496, -44.03214737542143, -52.1902411511893, -43.31554631272465, -49.77603272370939, -43.699587759854836, -41.91439695214025, -41.06343990004453, -42.471782464454364, -43.89734074681414, -43.3197495178577, -41.82432129678756, -42.93449033087903, -43.08262399437473, -40.00142413290109, -41.15520176312623, -41.077582051377675, -44.639866446693475, -40.187896786048, -40.312750209720335, -41.6072285455414, -41.45482436105175, -45.51236251166118, -41.413945562806546, -42.71253346447705, -40.08562867742853, -60.05888464206565, -41.950656620864166, -44.00877279230295, -40.18032919611281, -42.025716892415375, -46.73006374353352, -41.780945786089916, -41.90126646699436, -42.92821694229164, -44.025364745264895, -48.33232230406979, -42.33421108043612, -42.803584506620766, -40.75072468952507, -43.02588390139384, -43.432873818891636, -40.189058851472296, -48.53338886272289, -41.03809901723973, -39.974627747244625, -43.950896583557835, -41.802720762680195, -42.53433850366321, -42.64742212671962, -41.079111448095816, -41.350172566365586, -40.85705962146318, -43.91024863801282, -41.20048352683607, -42.52228777799263, -40.6297215469405, -59.61807108955752, -40.2181286260284, -41.88677129339433, -42.09341848324608, -40.803208843741956, -44.845711432439685, -40.64703184084412, -41.10023668705696, -42.68964437260966, -44.14116251855539, -41.002668699474896, -54.30645151644997]
3,[-47.5830250764472, -40.805256495913, -41.77460748955602, -42.885459105843495, -41.03636982394826, -41.21153841734312, -41.295432397514645, -42.8500511453982, -43.80266778292608, -43.567527145802984, -43.20497980807323, -42.81582484233712, -39.98598392540845, -41.806599879168246, -40.99312284550794, -40.77885686747857, -43.13880340140369, -40.995048935149285, -41.05301713303743, -40.31943502830998, -43.193933646666665, -41.72910414141958, -41.28263186343803, -47.19847923829357, -41.25733471766867, -41.79838319123979, -47.44903001741673, -43.2740664845511, -40.90292816665266, -42.266431107519736, -41.35350646894571, -40.87232877583469, -40.28775698984472, -40.88834833456946, -40.80456501744473, -40.98030443025323, -40.828400316467054, -49.10853963679497, -40.5705043972701, -41.36563712538873, -41.99790053240321, -40.14093024005906, -41.029385388847075, -40.752049533198004, -41.59615513330158, -40.157923342110436, -44.341707314846076, -40.89010523680358, -40.78792519801604, -42.436161886777796, -44.2533420308329, -40.16556749857236, -41.377695202888106, -40.03731835195809, -40.21057939978736, -44.581832657563496, -41.768122313015795, -40.44172973120618, -42.02001159360424, -44.29353883286072, -40.092145073991645, -41.43257527432684, -42.481670984136144, -40.17946038237582, -42.749103647017364, -45.39019367359103, -41.60372923230244, -40.037126056817755, -43.74118498276118, -40.983461752974065, -40.861732547927005, -40.61822991434988, -40.788641604030914, -41.765311747683654, -41.04919691046385, -40.823099591466644, -40.184202340086756, -40.1390686336363, -43.12447534228062, -44.71965869632055, -41.4504758877262, -41.1082088196825, -47.565594033776165, -41.64787486341612, -45.08854661421984, -45.8366509329789, -41.25349283581929, -42.855920794100086, -43.03131835731071, -41.82650083632859, -41.26477761417786, -40.18091594084888, -40.679223432767685, -41.448192640996524, -39.97535955469806, -43.902322824693044, -41.086643167196144, -41.13328306152677, -40.378554002462636, -41.05061117174776]
4,[-50.78934785776872, -40.433100797214195, -43.272207850937264, -40.05775265934412, -40.214948581307766, -40.90627259358294, -40.125706362548016, -40.99246898216103, -40.25117273579738, -40.84989673725872, -41.49923798888463, -46.62882671253391, -61.21330394307739, -41.63400493669948, -41.170618285849514, -40.69420934209606, -46.11570777032617, -40.25093849790281, -40.84966611498919, -40.77460997520146, -40.00219374910526, -39.97207182169919, -40.211843294005746, -40.53759963368401, -39.98365860315397, -42.8405724450983, -41.33110916959808, -43.949815668670965, -40.105199471353956, -45.37033456497369, -40.832217118079996, -41.442043446391494, -41.83586071912646, -42.226148489077815, -45.0781812900706, -40.11605444748142, -40.26154888543232, -44.455986642292515, -42.28926833480125, -51.32343355683844, -54.12842940072781, -40.22178807973381, -40.00656307172895, -40.08457939027778, -41.8340659258717, -41.11759375257941, -40.747636443225645, -41.90055750468278, -54.535399324666116, -41.010752221345996, -40.020092818673334, -41.204084523844784, -50.43331986825933, -42.630543996299565, -40.36278789137427, -40.407351886561315, -59.686901225851415, -41.505186052045275, -46.9388585762558, -40.90821252027712, -41.67403403944391, -40.4352094155262, -44.41232688480949, -42.54894763831638, -40.70609084635802, -40.96035223389114, -39.99432334419109, -40.329196998515386, -45.76280337426513, -42.20216028143432, -41.53003530810648, -50.05542795847731, -41.62911387881434, -46.67154151135219, -41.94111829702254, -42.65949063068888, -43.17881010034583, -40.16696596728772, -41.0691677297456, -42.37676999966274, -43.1071326665263, -40.8587202328321, -41.1681991728899, -46.37341783574439, -41.86605463418982, -40.933479125293985, -40.083912319304005, -40.967998659764504, -44.11501851211051, -40.85455823704933, -40.44944955915528, -41.809139483067526, -44.18325769707147, -40.58889211519846, -44.596529514721425, -45.04740113787474, -40.96716597952158, -40.7990056362959, -40.6898848777322, -40.815514407544924]
5,[-51.05303977842016, -43.999296434957586, -40.744359001171915, -40.32791490082286, -40.57303604506933, -43.56020906996483, -40.07734590926134, -40.92132219540457, -43.11497130337398, -42.96896808201484, -40.10731005194188, -40.95272801798478, -51.25326439258271, -40.076930253720434, -40.77077099167866, -39.9875069355561, -41.92523076934913, -40.10114552365124, -40.0929065014293, -40.44476839704032, -41.60524755311209, -40.05196887632576, -40.09612926412143, -40.60853888558489, -40.721791731612825, -44.68145370042913, -40.0981856343293, -43.16133021170393, -44.78800011822079, -42.17611834556806, -41.60726439630582, -40.94427169622304, -41.37833760638762, -41.17571078628774, -42.04057211379765, -40.85211242624547, -40.11219849564418, -42.141021563845925, -40.78246910648309, -40.8173568130689, -41.20892882929286, -40.71373657814718, -44.20281991749317, -40.947011084262016, -42.39111620283268, -51.93796251274449, -39.96883455708917, -42.35193731703299, -40.48077422635109, -41.94193956129675, -40.70275534578454, -40.36144017977068, -40.198146207174744, -40.926190494132356, -39.97471657651144, -40.08309706461256, -40.124390169707425, -45.3558063425163, -46.16575731308973, -42.67607772395979, -40.511979517066294, -41.08595749482356, -42.21999142640033, -41.52192139765137, -44.14188033026363, -44.02584882212824, -41.822339594588925, -40.90004050511939, -40.57379049723863, -40.8656198897591, -40.65968635789906, -41.30441702398832, -54.27900430296319, -43.494835607093165, -41.643727636130876, -41.485541421686634, -41.06676162554089, -40.32976351050763, -41.39336312064705, -40.381263407967566, -41.138979721436925, -41.13787873232249, -42.11098856351046, -41.793630158631515, -41.51387849619414, -40.7687929103914, -41.115223307665275, -41.58645130769236, -42.746262213082815, -41.71240161399044, -40.45759524153209, -40.033058185725565, -40.04779709631009, -46.43501059158609, -41.85413525737377, -42.633181016680936, -40.113968575822895, -45.881857488613605, -41.318252441900086, -45.934095236157646]
6,[-40.432762671587426, -40.39060272282845, -40.17089290387608, -40.878408632713075, -42.62943002317252, -40.38794957032826, -42.689519091864156, -40.58360780845422, -40.26017722692919, -40.06222791132396, -41.34070754146333, -44.70496176789612, -40.05831627039524, -41.33182230771632, -41.4686765322615, -40.540531424225605, -40.68173375767887, -55.71945974784211, -43.97195952110923, -41.6668004968154, -41.24230726858349, -40.12932014017963, -40.65755416325416, -39.97103356149427, -42.022994496160095, -40.95020436896118, -41.20135072395303, -42.981081090841826, -41.1473949602684, -40.85155643065954, -41.30593137110742, -40.34706046165741, -41.99705649725445, -40.43036633873575, -40.48970154565305, -40.65161727400212, -40.25594396867214, -40.35785061871445, -44.66470314616748, -41.11959270626764, -40.84870643659147, -41.24574842336122, -41.54820059421368, -41.03440798728144, -42.059280898528954, -42.75058709292449, -40.19028700757383, -46.15963303659686, -40.79244016481704, -40.761929936389095, -41.283641414902434, -40.02827855159464, -40.670962654431264, -40.073807275285986, -40.05395135323701, -41.55936470875949, -39.97996779523018, -41.644907908948255, -40.73559123532564, -40.49817676799623, -40.536070268042096, -40.86470345374653, -40.35513418989572, -41.3519253770321, -41.21545362491892, -46.89895410263216, -40.891068977678714, -42.67817505017371, -40.672403539972265, -40.768407974564525, -41.00676822869073, -40.746448122586116, -40.06534805111875, -40.03562443922658, -40.70158910852092, -49.037455649362926, -42.65609267538849, -41.193702310870094, -46.566193054711505, -55.63265129051297, -42.3894828705707, -40.631752946727204, -41.05055607905166, -40.70831483990736, -40.72843981432666, -42.56523221942621, -41.45274594999876, -40.04196422920165, -44.190970134823374, -40.08372886723723, -40.21366946037739, -41.22818745057387, -41.98952839736421, -40.416447831681694, -41.00566300454119, -40.15626234568296, -46.69162804898059, -41.07918915036163, -42.36578294877569, -44.476933941479274]
7,[-48.69302046968755, -39.99972148695804, -40.580432208225886, -41.012369059937726, -40.08085977683692, -41.7582787834894, -40.966694927473156, -41.844349795737514, -41.21057307791631, -49.132114304680215, -40.99037364974083, -40.91756768898125, -40.222452304559056, -40.16779988528941, -42.09347659555061, -40.82832730763681, -40.02667517849511, -41.0399298924367, -42.84601206939226, -40.88050231164493, -43.794262544106004, -52.803626987031066, -40.95753339635587, -40.2053173693086, -41.315920164642364, -41.67862663181921, -48.07603342507616, -44.241144688169754, -44.03768904873459, -41.09570058714456, -40.00740106537489, -40.602873157923966, -41.90183786020276, -42.6075856949945, -41.68296264293173, -40.03213635885197, -41.027053355417706, -40.60384365765924, -41.46193756099086, -41.388116426442934, -41.3444449907272, -43.95288808847903, -45.94041551074599, -40.700770227624844, -41.87465266140612, -43.686617058090235, -40.88906209418337, -41.102867818378, -39.99209655122229, -42.703767333306075, -40.43021966866553, -41.18681663555759, -44.264531596274196, -40.87304957248347, -40.02308595316242, -40.09678064369888, -40.35026003239727, -49.61424202837583, -42.49826466235663, -40.249471523813725, -41.03796027762553, -42.019883141365995, -40.01103099935182, -40.64153270907565, -43.26456842823296, -47.652185835198395, -47.486792171854574, -40.35283447413053, -40.35032345857769, -42.078374171237215, -40.38137520051697, -51.04741277220114, -39.99357197976042, -41.70499006044599, -41.00877379291461, -41.7127597105889, -45.605603695986474, -40.06011122940595, -40.68957093108435, -47.34069296685806, -40.71153436359191, -41.04861855639655, -40.19289917646847, -40.00773109033196, -40.96492518042902, -41.26813666407139, -39.98770416675433, -43.433971481506546, -40.094742767111654, -42.030341138204335, -41.36263596516602, -40.36801342964242, -40.71880025348031, -41.317131394300645, -42.71455409081693, -40.39082623478862, -40.21000347952344, -40.63664043542042, -41.51413929943453, -43.65891014843265]
8,[-53.3533758646995, -40.815407208817476, -41.71732447400194, -41.355797965310956, -47.45602259183772, -39.9984439573372, -40.93716171802464, -40.57772269408946, -42.24902610593966, -40.83215312193215, -40.074162981327845, -40.53595125276621, -40.29053963018117, -40.0024958933796, -42.8945878601599, -39.99588501135622, -40.19801630600659, -40.9174724873173, -40.5954678737146, -41.00476674366672, -41.644557503212866, -40.97067718887291, -40.84069549699268, -40.687654041957614, -41.97105052663369, -44.34675141734624, -40.46565343285829, -43.890362353987655, -41.17629225281553, -41.824328370145054, -40.168388727900094, -39.98392560680668, -40.19403426129236, -41.02004221319572, -40.98910413973192, -43.0043242383918, -42.87277465561823, -40.012813803845006, -40.1220167894399, -41.514346729146894, -40.72277925400124, -40.47820057235322, -41.72876989958718, -40.8701987071438, -40.245212793316796, -41.373735680255436, -41.95319016517385, -41.689854448274275, -42.29320230434854, -41.03359894979985, -40.46582040264451, -43.91070441461176, -41.05045472564541, -40.34739992928087, -41.35557527063969, -40.815845762660786, -43.65609686338365, -40.82829689158751, -41.92248789539167, -41.312046480264655, -40.03857686492836, -40.73624632077542, -41.169118015876336, -41.03060927122118, -40.46907952886073, -41.06668926053169, -42.49589946552851, -45.34831460836472, -41.21724415430646, -40.35325122018264, -40.659459455549154, -41.338935961390405, -41.4206617621619, -40.11324402703826, -40.466779643051325, -41.27404745201744, -41.164817416765175, -40.98289810940321, -43.99748315365713, -40.32075398850208, -41.10840777589499, -40.14890663310541, -40.438429369168375, -40.18808555350358, -48.62758774502487, -40.15783828287579, -40.3736156078258, -40.82025624367839, -44.93800216950467, -50.22921250746924, -40.02553523296973, -40.79171587079401, -43.93610168211387, -42.56689858095632, -41.99465582398284, -40.74233714356154, -43.8989346194615, -40.076937840928565, -42.27350002490209, -41.029191910683664]
9,[-43.80152951198437, -40.55876041126737, -40.13413133791994, -40.90202506589759, -43.73382109542706, -40.98669637854823, -41.46551036872245, -41.831321837795144, -42.06854386072541, -40.68802175557806, -43.25723040545802, -40.18498780971805, -41.2867827939898, -40.63292985739582, -40.97023766502167, -42.83976115907808, -40.23340037128264, -41.5848108416813, -40.25465552441631, -41.007043181789015, -41.45589665361712, -41.0674062580016, -40.962756757203806, -40.106789954451074, -41.320588381660116, -40.08443719016543, -40.91428106045214, -69.33956792849824, -48.7952405621503, -40.35754412283285, -41.60384491900993, -40.02443174905744, -43.78450869881635, -40.253913476220475, -40.14268407685137, -45.449432768692134, -46.5999018289275, -41.63484577470581, -41.55073698254614, -39.97142546439079, -40.62581811457733, -40.77287663882629, -44.48199614491267, -41.46902303675387, -42.08766574081449, -40.40645023118708, -43.99719184336658, -40.36573935099733, -40.47910195914312, -41.421780951303674, -40.71440225147751, -46.1679185297985, -45.534212703970695, -40.18457865603676, -40.625342457747365, -40.47192193372507, -41.850991327293, -42.254327793348864, -42.257418624813624, -40.72377227278679, -41.23863056398278, -39.972987950226184, -40.74428946122009, -40.76888904500555, -41.75039210537523, -40.09393889467026, -40.4435914286658, -42.67333785721621, -41.38381721905483, -41.4763553246209, -41.424363235435294, -40.01866703444114, -41.11130144583211, -42.677108946624855, -44.988800744935986, -41.21441585447445, -40.33168897751955, -41.39876454344591, -42.89828444456441, -40.90214430161643, -41.494350009160314, -40.15020958156708, -40.20955898284171, -41.005467816864666, -43.39024300555076, -41.93384830612189, -40.61156006320118, -41.22655309911636, -40.54955069796216, -41.84561117292901, -40.170710325638936, -40.181620944583756, -40.747694391588595, -42.53885541714516, -40.590266771561744, -40.784898683118456, -41.0335707206757, -40.34461190255752, -41.25169111239569, -40.716885452738154]
